node1,node2
Occipital Mid L.11,Occipital Mid L.3
Occipital Mid L.11,Occipital Mid L.4
Occipital Mid L.11,Occipital Sup L.2
Occipital Mid L.11,Occipital Mid L.5
Occipital Mid L.11,Occipital Sup L.4
Occipital Mid L.11,Cuneus L.3
Occipital Mid L.11,Occipital Mid L.9
Occipital Mid L.11,Occipital Sup L.8
Occipital Mid L.11,Occipital Mid L.12
Occipital Mid L.11,Occipital Inf L.3
Occipital Mid L.11,Occipital Inf R.1
Occipital Mid L.11,Occipital Mid R.1
Occipital Mid L.11,Occipital Inf R.2
Occipital Mid L.11,Occipital Mid R.2
Occipital Mid L.11,Temporal Mid R.3
Occipital Mid L.11,Occipital Sup R.2
Occipital Mid L.11,Calcarine R.2
Occipital Mid L.11,Lingual R.5
Occipital Mid L.11,Occipital Mid R.3
Occipital Mid L.11,Occipital Sup R.4
Occipital Mid L.11,Calcarine R.3
Occipital Mid L.11,Occipital Inf R.3
Occipital Mid L.11,Occipital Sup R.5
Occipital Mid L.11,Occipital Mid R.7
Occipital Mid L.11,Occipital Sup R.6
Occipital Mid L.11,Occipital Sup R.7
Occipital Mid L.11,Occipital Inf R.4
Occipital Mid L.12,Occipital Mid L.3
Occipital Mid L.12,Occipital Mid L.4
Occipital Mid L.12,Fusiform L.6
Occipital Mid L.12,Occipital Mid L.9
Occipital Mid L.12,Occipital Inf L.3
Occipital Mid L.12,Occipital Mid R.1
Occipital Mid L.12,Occipital Inf R.2
Occipital Mid L.12,Occipital Mid R.2
Occipital Mid L.12,Temporal Mid R.3
Occipital Mid L.12,Calcarine R.3
Occipital Mid L.12,Temporal Mid R.6
Occipital Mid L.12,Occipital Inf R.3
Occipital Mid L.12,Fusiform R.9
Occipital Mid L.12,Occipital Mid R.7
Occipital Mid L.12,Occipital Sup R.6
Occipital Mid L.12,Occipital Inf R.4
Occipital Mid L.12,Occipital Inf R.5
Occipital Inf L.3,Occipital Mid L.4
Occipital Inf L.3,Fusiform L.4
Occipital Inf L.3,Fusiform L.6
Occipital Inf L.3,Occipital Mid L.9
Occipital Inf L.3,Temporal Mid L.11
Occipital Inf L.3,Temporal Inf L.12
Occipital Inf L.3,Occipital Inf R.1
Occipital Inf L.3,Occipital Mid R.1
Occipital Inf L.3,Occipital Inf R.2
Occipital Inf L.3,Temporal Mid R.3
Occipital Inf L.3,Lingual R.2
Occipital Inf L.3,Lingual R.4
Occipital Inf L.3,Lingual R.5
Occipital Inf L.3,Calcarine R.3
Occipital Inf L.3,Fusiform R.7
Occipital Inf L.3,Occipital Inf R.3
Occipital Inf L.3,Fusiform R.9
Occipital Inf L.3,Occipital Mid R.7
Occipital Inf L.3,Occipital Sup R.6
Occipital Inf L.3,Occipital Inf R.4
Occipital Inf L.3,Occipital Inf R.5
Occipital Inf L.3,Temporal Inf R.11
Occipital Inf R.1,Occipital Mid R.1
Occipital Inf R.1,Occipital Inf R.2
Occipital Inf R.1,Lingual R.2
Occipital Inf R.1,Lingual R.4
Occipital Inf R.1,Calcarine R.2
Occipital Inf R.1,Calcarine R.3
Occipital Inf R.1,Occipital Inf R.3
Occipital Inf R.1,Occipital Sup R.6
Occipital Inf R.1,Occipital Inf R.4
Occipital Inf R.1,Occipital Inf R.5
Occipital Mid R.1,Calcarine L.1
Occipital Mid R.1,Occipital Mid L.3
Occipital Mid R.1,Lingual L.2
Occipital Mid R.1,Lingual L.3
Occipital Mid R.1,Lingual L.6
Occipital Mid R.1,Fusiform L.6
Occipital Mid R.1,Cuneus L.3
Occipital Mid R.1,Occipital Mid L.9
Occipital Mid R.1,Occipital Sup L.8
Occipital Mid R.1,Occipital Inf R.2
Occipital Mid R.1,Calcarine R.1
Occipital Mid R.1,Occipital Mid R.2
Occipital Mid R.1,Lingual R.1
Occipital Mid R.1,Temporal Mid R.3
Occipital Mid R.1,Fusiform R.4
Occipital Mid R.1,Lingual R.2
Occipital Mid R.1,Fusiform R.5
Occipital Mid R.1,Lingual R.3
Occipital Mid R.1,Lingual R.4
Occipital Mid R.1,Calcarine R.2
Occipital Mid R.1,Lingual R.5
Occipital Mid R.1,Occipital Sup R.4
Occipital Mid R.1,Lingual R.6
Occipital Mid R.1,Calcarine R.3
Occipital Mid R.1,Occipital Inf R.3
Occipital Mid R.1,Fusiform R.9
Occipital Mid R.1,Occipital Sup R.5
Occipital Mid R.1,Occipital Mid R.7
Occipital Mid R.1,Occipital Sup R.6
Occipital Mid R.1,Occipital Sup R.7
Occipital Mid R.1,Occipital Inf R.4
Occipital Mid R.1,Occipital Inf R.5
Occipital Mid R.1,Calcarine R.6
Occipital Inf R.2,Occipital Mid R.2
Occipital Inf R.2,Lingual R.2
Occipital Inf R.2,Lingual R.4
Occipital Inf R.2,Lingual R.5
Occipital Inf R.2,Calcarine R.3
Occipital Inf R.2,Occipital Inf R.3
Occipital Inf R.2,Occipital Mid R.7
Occipital Inf R.2,Occipital Sup R.6
Occipital Inf R.2,Occipital Inf R.4
Occipital Inf R.2,Occipital Inf R.5
Lingual R.2,Calcarine R.1
Lingual R.2,Lingual R.4
Lingual R.2,Calcarine R.2
Lingual R.2,Lingual R.5
Lingual R.2,Calcarine R.3
Lingual R.2,Fusiform R.7
Lingual R.2,Occipital Inf R.5
Lingual R.2,Temporal Inf R.11
Lingual R.4,Calcarine R.2
Lingual R.4,Lingual R.5
Lingual R.4,Calcarine R.3
Lingual R.4,Fusiform R.7
Lingual R.4,Occipital Inf R.3
Lingual R.4,Occipital Sup R.6
Lingual R.4,Occipital Inf R.5
Lingual R.4,Temporal Inf R.11
Lingual R.5,Calcarine L.1
Lingual R.5,Occipital Mid L.3
Lingual R.5,Lingual L.1
Lingual R.5,Lingual L.2
Lingual R.5,Lingual L.3
Lingual R.5,Lingual L.6
Lingual R.5,Fusiform L.6
Lingual R.5,Cuneus L.3
Lingual R.5,Calcarine L.5
Lingual R.5,Calcarine R.1
Lingual R.5,Occipital Mid R.2
Lingual R.5,Lingual R.1
Lingual R.5,Fusiform R.4
Lingual R.5,Fusiform R.5
Lingual R.5,Lingual R.3
Lingual R.5,Calcarine R.2
Lingual R.5,Occipital Sup R.4
Lingual R.5,Lingual R.6
Lingual R.5,Calcarine R.3
Lingual R.5,Occipital Inf R.3
Lingual R.5,Fusiform R.9
Lingual R.5,Occipital Sup R.5
Lingual R.5,Occipital Mid R.7
Lingual R.5,Occipital Sup R.6
Lingual R.5,Occipital Sup R.7
Lingual R.5,Occipital Inf R.4
Lingual R.5,Calcarine R.6
Calcarine R.3,Calcarine L.1
Calcarine R.3,Calcarine R.1
Calcarine R.3,Calcarine R.2
Calcarine R.3,Occipital Inf R.3
Calcarine R.3,Occipital Sup R.6
Calcarine R.3,Occipital Inf R.4
Calcarine R.3,Occipital Inf R.5
Occipital Inf R.3,Fusiform L.4
Occipital Inf R.3,Fusiform L.6
Occipital Inf R.3,Occipital Mid R.2
Occipital Inf R.3,Temporal Mid R.3
Occipital Inf R.3,Fusiform R.4
Occipital Inf R.3,Fusiform R.5
Occipital Inf R.3,Calcarine R.2
Occipital Inf R.3,Lingual R.6
Occipital Inf R.3,Fusiform R.7
Occipital Inf R.3,Fusiform R.9
Occipital Inf R.3,Occipital Mid R.7
Occipital Inf R.3,Occipital Sup R.6
Occipital Inf R.3,Occipital Inf R.4
Occipital Inf R.3,Occipital Inf R.5
Occipital Inf R.3,Temporal Inf R.11
Occipital Mid R.7,Calcarine L.1
Occipital Mid R.7,Occipital Mid L.3
Occipital Mid R.7,Occipital Mid L.4
Occipital Mid R.7,Occipital Sup L.4
Occipital Mid R.7,Lingual L.6
Occipital Mid R.7,Fusiform L.6
Occipital Mid R.7,Cuneus L.3
Occipital Mid R.7,Occipital Mid L.9
Occipital Mid R.7,Occipital Sup L.8
Occipital Mid R.7,Calcarine R.1
Occipital Mid R.7,Occipital Mid R.2
Occipital Mid R.7,Temporal Mid R.3
Occipital Mid R.7,Occipital Sup R.2
Occipital Mid R.7,Fusiform R.4
Occipital Mid R.7,Occipital Mid R.3
Occipital Mid R.7,Occipital Sup R.4
Occipital Mid R.7,Lingual R.6
Occipital Mid R.7,Temporal Mid R.6
Occipital Mid R.7,Fusiform R.9
Occipital Mid R.7,Occipital Sup R.5
Occipital Mid R.7,Occipital Sup R.6
Occipital Mid R.7,Occipital Sup R.7
Occipital Mid R.7,Occipital Inf R.4
Occipital Mid R.7,Occipital Inf R.5
Occipital Sup R.6,Calcarine R.1
Occipital Sup R.6,Occipital Mid R.2
Occipital Sup R.6,Calcarine R.2
Occipital Sup R.6,Occipital Mid R.3
Occipital Sup R.6,Occipital Sup R.4
Occipital Sup R.6,Occipital Sup R.5
Occipital Sup R.6,Occipital Inf R.4
Occipital Sup R.6,Occipital Inf R.5
Occipital Inf R.4,Occipital Mid L.3
Occipital Inf R.4,Occipital Mid L.4
Occipital Inf R.4,Fusiform L.6
Occipital Inf R.4,Occipital Mid L.9
Occipital Inf R.4,Occipital Mid R.2
Occipital Inf R.4,Temporal Mid R.3
Occipital Inf R.4,Occipital Sup R.2
Occipital Inf R.4,Fusiform R.4
Occipital Inf R.4,Occipital Mid R.3
Occipital Inf R.4,Occipital Sup R.4
Occipital Inf R.4,Temporal Mid R.6
Occipital Inf R.4,Fusiform R.7
Occipital Inf R.4,Fusiform R.9
Occipital Inf R.4,Occipital Sup R.5
Occipital Inf R.4,Occipital Sup R.7
Occipital Inf R.4,Occipital Inf R.5
Occipital Inf R.5,Fusiform L.4
Occipital Inf R.5,Temporal Inf L.12
Occipital Inf R.5,Temporal Mid R.3
Occipital Inf R.5,Fusiform R.7
Occipital Inf R.5,Fusiform R.9
Occipital Inf R.5,Temporal Inf R.10
Occipital Inf R.5,Temporal Inf R.11
Caudate L.1,Thalamus L.4
Caudate L.1,Caudate L.2
Caudate L.1,Caudate R.1
Caudate L.1,Thalamus R.4
Thalamus L.4,Thalamus R.4
Caudate L.2,Putamen L.4
Caudate L.2,Caudate R.3
Caudate R.1,Putamen R.2
Caudate R.1,Putamen R.3
Caudate R.1,Putamen R.4
Caudate R.1,Thalamus R.3
Caudate R.1,Thalamus R.4
Caudate R.1,Caudate R.3
Thalamus R.4,Insula R.4
Thalamus R.4,Thalamus R.3
Frontal Inf Orb L.1,Frontal Mid L.6
Frontal Inf Orb L.1,Frontal Inf Orb L.5
Frontal Inf Orb L.1,Frontal Inf Orb L.6
Frontal Inf Orb L.1,Frontal Mid Orb L.2
Frontal Inf Orb L.1,Frontal Mid L.17
Frontal Inf Orb L.1,Frontal Inf Tri L.7
Frontal Inf Orb L.1,Frontal Inf Orb R.1
Frontal Inf Orb L.1,Frontal Mid Orb R.1
Frontal Mid L.6,Frontal Sup Medial L.1
Frontal Mid L.6,Frontal Mid L.5
Frontal Mid L.6,Frontal Mid L.7
Frontal Mid L.6,Frontal Sup L.3
Frontal Mid L.6,Frontal Sup L.4
Frontal Mid L.6,Frontal Mid Orb L.1
Frontal Mid L.6,Frontal Mid L.15
Frontal Mid L.6,Frontal Mid L.17
Frontal Mid L.6,Frontal Inf Tri L.7
Frontal Mid L.6,Frontal Mid R.6
Frontal Mid L.6,Frontal Sup R.4
Frontal Mid L.6,Frontal Sup R.5
Frontal Inf Orb L.5,Frontal Inf Orb L.2
Frontal Inf Orb L.5,Frontal Inf Orb L.6
Frontal Inf Orb L.5,Frontal Mid Orb L.1
Frontal Inf Orb L.5,Frontal Mid Orb L.2
Frontal Inf Orb L.5,Frontal Mid Orb L.3
Frontal Inf Orb L.5,Frontal Mid L.17
Frontal Inf Orb L.5,Frontal Inf Tri L.7
Frontal Inf Orb L.5,Frontal Inf Orb R.1
Frontal Inf Orb L.5,Frontal Mid Orb R.1
Frontal Inf Orb L.6,Frontal Inf Tri L.2
Frontal Inf Orb L.6,Rolandic Oper L.4
Frontal Inf Orb L.6,Frontal Inf Tri L.5
Frontal Inf Orb L.6,Frontal Mid L.17
Frontal Inf Orb L.6,Frontal Inf Tri L.7
Frontal Mid Orb L.2,Frontal Inf Orb L.2
Frontal Mid Orb L.2,Frontal Mid Orb L.1
Frontal Mid Orb L.2,Frontal Sup Orb L.1
Frontal Mid Orb L.2,Frontal Sup Orb L.3
Frontal Mid Orb L.2,Frontal Mid Orb R.3
Frontal Mid L.17,Frontal Sup L.4
Frontal Mid L.17,Frontal Mid L.15
Frontal Mid L.17,Frontal Inf Tri L.6
Frontal Mid L.17,Frontal Mid L.16
Frontal Mid L.17,Frontal Inf Tri L.7
Frontal Mid L.17,Frontal Mid R.19
Frontal Inf Tri L.7,Frontal Inf Tri L.2
Frontal Inf Tri L.7,Frontal Inf Tri L.5
Frontal Inf Tri L.7,Frontal Inf Tri L.6
Frontal Inf Orb R.1,Frontal Inf Tri R.2
Frontal Inf Orb R.1,Frontal Mid R.6
Frontal Inf Orb R.1,Frontal Mid Orb R.1
Frontal Inf Orb R.1,Frontal Inf Orb R.5
Frontal Inf Orb R.1,Frontal Mid Orb R.3
Frontal Inf Orb R.1,Frontal Mid R.19
Frontal Inf Orb R.1,Frontal Inf Tri R.5
Frontal Mid Orb R.1,Frontal Inf Orb R.3
Frontal Mid Orb R.1,Frontal Inf Orb R.5
Frontal Mid Orb R.1,Frontal Mid Orb R.2
Frontal Mid Orb R.1,Frontal Mid Orb R.3
Frontal Mid Orb R.1,Frontal Mid Orb R.4
Frontal Mid Orb R.1,Frontal Inf Tri R.5
Putamen L.1,Putamen L.4
Putamen L.1,Putamen R.1
Putamen L.4,Putamen L.3
Putamen R.1,Putamen R.4
Putamen R.1,ParaHippocampal R.2
Frontal Inf Tri L.1,Frontal Inf Oper L.1
Frontal Inf Tri L.1,Precentral L.2
Frontal Inf Tri L.1,Frontal Inf Oper L.3
Frontal Inf Tri L.1,Precentral L.9
Frontal Inf Tri L.1,Frontal Inf Tri L.6
Frontal Inf Tri L.1,Frontal Inf Tri L.8
Frontal Inf Tri L.1,Frontal Mid L.18
Frontal Inf Oper L.1,Frontal Inf Tri L.8
Frontal Inf Oper L.1,Frontal Mid L.18
Precentral L.2,Precentral L.7
Precentral L.2,Frontal Inf Tri L.6
Precentral L.2,Frontal Inf Tri L.8
Precentral L.2,Frontal Mid L.18
Frontal Inf Oper L.3,Frontal Inf Oper L.2
Frontal Inf Oper L.3,Precentral L.9
Frontal Inf Oper L.3,Frontal Inf Tri L.6
Precentral L.9,Rolandic Oper L.1
Precentral L.9,Postcentral L.4
Precentral L.9,Postcentral L.9
Precentral L.9,Precentral L.5
Frontal Inf Tri L.6,Frontal Mid L.15
Frontal Inf Tri L.6,Frontal Mid L.16
Frontal Inf Tri L.6,Frontal Inf Tri L.8
Frontal Inf Tri L.8,Frontal Mid L.1
Frontal Inf Tri L.8,Frontal Mid L.13
Frontal Inf Tri L.8,Precentral L.7
Frontal Inf Tri L.8,Frontal Mid L.16
Frontal Inf Tri L.8,Frontal Mid L.18
Frontal Mid L.18,Frontal Mid L.1
Frontal Mid L.18,Frontal Mid L.3
Frontal Mid L.18,Angular L.2
Frontal Mid L.18,Parietal Sup L.6
Frontal Mid L.18,Precentral L.5
Frontal Mid L.18,Frontal Mid L.13
Frontal Mid L.18,Parietal Inf L.9
Frontal Mid L.18,Precentral L.7
Frontal Mid L.18,Frontal Mid L.16
Frontal Mid L.18,Precentral R.14
Temporal Pole Mid L.1,Temporal Inf L.3
Temporal Pole Mid L.1,Temporal Pole Sup L.4
Temporal Pole Mid L.1,Fusiform L.5
Temporal Pole Mid L.1,Temporal Pole Mid L.2
Temporal Pole Mid L.1,Temporal Pole Mid R.1
Temporal Pole Mid L.1,Fusiform R.8
Temporal Pole Mid L.1,Temporal Pole Sup R.4
Temporal Inf L.3,Temporal Inf L.1
Temporal Inf L.3,Fusiform L.5
Temporal Inf L.3,Temporal Pole Mid L.2
Temporal Inf L.3,Temporal Mid L.14
Temporal Pole Sup L.4,Frontal Inf Orb L.4
Temporal Pole Sup L.4,Temporal Pole Mid L.2
Fusiform L.5,Temporal Inf L.1
Fusiform L.5,Temporal Pole Mid R.1
Fusiform L.5,Fusiform R.8
Temporal Pole Mid L.2,Temporal Pole Mid R.4
Temporal Pole Mid R.1,Temporal Inf R.2
Temporal Pole Mid R.1,Temporal Pole Mid R.3
Temporal Pole Mid R.1,Fusiform R.8
Temporal Pole Mid R.1,Temporal Pole Mid R.4
Temporal Pole Mid R.1,Temporal Pole Sup R.4
Temporal Pole Mid R.1,Temporal Pole Mid R.5
Fusiform R.8,Fusiform R.2
Fusiform R.8,Temporal Pole Sup R.4
Temporal Pole Sup R.4,Temporal Pole Sup R.1
Temporal Pole Sup R.4,Insula R.3
Temporal Pole Sup R.4,Hippocampus R.2
Temporal Pole Sup R.4,Temporal Pole Mid R.3
Temporal Pole Sup R.4,ParaHippocampal R.2
Temporal Pole Sup R.4,ParaHippocampal R.3
Temporal Pole Sup R.4,Temporal Pole Mid R.4
Temporal Pole Sup R.4,Temporal Mid R.14
Temporal Pole Sup R.4,Temporal Pole Mid R.5
Parietal Inf L.1,Parietal Inf L.2
Parietal Inf L.1,Parietal Inf L.3
Parietal Inf L.1,Parietal Inf L.5
Parietal Inf L.1,Angular L.2
Parietal Inf L.1,Parietal Inf L.6
Parietal Inf L.1,Parietal Sup L.6
Parietal Inf L.1,Frontal Mid L.13
Parietal Inf L.1,Parietal Inf L.9
Parietal Inf L.1,Precentral L.7
Parietal Inf L.1,Parietal Sup L.8
Parietal Inf L.1,Frontal Mid L.16
Parietal Inf L.1,Parietal Inf R.1
Parietal Inf L.1,Parietal Inf R.4
Parietal Inf L.1,Angular R.4
Parietal Inf L.1,Parietal Sup R.8
Parietal Inf L.2,Parietal Inf L.5
Parietal Inf L.2,Angular L.2
Parietal Inf L.2,Parietal Inf R.1
Parietal Inf L.2,SupraMarginal R.1
Parietal Inf L.3,Parietal Inf L.4
Parietal Inf L.3,Postcentral L.5
Parietal Inf L.3,Postcentral L.7
Parietal Inf L.3,Parietal Inf L.6
Parietal Inf L.3,Postcentral L.10
Parietal Inf L.3,Postcentral L.12
Parietal Inf L.3,Parietal Inf L.8
Parietal Inf L.3,Parietal Sup L.8
Parietal Inf L.3,SupraMarginal R.2
Parietal Inf L.3,Parietal Inf R.4
Parietal Inf L.3,Parietal Inf R.5
Parietal Inf L.3,SupraMarginal R.6
Parietal Inf L.3,Parietal Sup R.8
Parietal Inf L.5,Angular L.1
Parietal Inf L.5,Angular L.2
Parietal Inf L.5,Occipital Mid L.6
Parietal Inf L.5,Parietal Inf L.9
Parietal Inf L.5,Parietal Inf R.3
Parietal Inf L.5,Angular R.2
Parietal Inf L.5,Angular R.4
Angular L.2,Angular L.1
Angular L.2,Occipital Mid L.6
Angular L.2,Parietal Inf L.7
Angular L.2,Parietal Sup L.6
Angular L.2,Parietal Inf L.9
Angular L.2,Precuneus L.9
Angular L.2,Parietal Sup L.9
Angular L.2,Angular R.1
Angular L.2,Parietal Inf R.3
Angular L.2,Angular R.2
Angular L.2,Angular R.4
Parietal Inf L.6,Parietal Inf L.4
Parietal Inf L.6,Precuneus L.2
Parietal Inf L.6,Parietal Inf L.7
Parietal Inf L.6,Postcentral L.10
Parietal Inf L.6,Parietal Sup L.6
Parietal Inf L.6,Postcentral L.12
Parietal Inf L.6,Parietal Inf L.8
Parietal Inf L.6,Parietal Inf L.9
Parietal Inf L.6,Parietal Sup L.8
Parietal Inf L.6,SupraMarginal R.2
Parietal Inf L.6,Parietal Inf R.4
Parietal Inf L.6,Angular R.3
Parietal Inf L.6,Parietal Inf R.5
Parietal Inf L.6,Parietal Sup R.8
Parietal Sup L.6,Parietal Sup L.2
Parietal Sup L.6,Precuneus L.1
Parietal Sup L.6,Precuneus L.2
Parietal Sup L.6,Parietal Inf L.7
Parietal Sup L.6,Parietal Inf L.9
Parietal Sup L.6,Parietal Sup L.8
Parietal Sup L.6,Parietal Sup L.9
Parietal Sup L.6,Parietal Sup R.3
Parietal Sup L.6,Parietal Sup R.6
Parietal Sup L.6,Angular R.4
Parietal Sup L.6,Parietal Sup R.8
Parietal Sup L.6,Occipital Sup R.8
Frontal Mid L.13,Frontal Mid L.1
Frontal Mid L.13,Frontal Mid L.2
Frontal Mid L.13,Frontal Mid L.5
Frontal Mid L.13,Parietal Inf L.9
Frontal Mid L.13,Frontal Sup L.10
Parietal Inf L.9,Angular L.1
Parietal Inf L.9,Parietal Inf L.7
Parietal Inf L.9,Parietal Sup L.8
Parietal Inf L.9,Parietal Sup L.9
Parietal Inf L.9,Parietal Inf R.1
Parietal Inf L.9,Angular R.2
Parietal Inf L.9,Parietal Inf R.4
Parietal Inf L.9,Parietal Sup R.6
Parietal Inf L.9,Angular R.4
Parietal Inf L.9,Parietal Sup R.8
Precentral L.7,Frontal Mid L.1
Precentral L.7,Frontal Mid L.3
Precentral L.7,Precentral L.5
Parietal Sup L.8,Parietal Sup L.2
Parietal Sup L.8,Parietal Inf L.4
Parietal Sup L.8,Precuneus L.2
Parietal Sup L.8,Parietal Inf L.7
Parietal Sup L.8,Postcentral L.10
Parietal Sup L.8,Parietal Sup R.5
Parietal Sup L.8,Parietal Inf R.4
Parietal Sup L.8,Parietal Inf R.5
Parietal Sup L.8,Parietal Sup R.8
Frontal Mid L.16,Frontal Mid L.2
Frontal Mid L.16,Frontal Mid L.5
Frontal Mid L.16,Frontal Mid L.7
Frontal Mid L.16,Frontal Mid L.15
Parietal Inf R.1,SupraMarginal R.1
Parietal Inf R.1,SupraMarginal R.2
Parietal Inf R.1,Parietal Inf R.3
Parietal Inf R.1,Angular R.2
Parietal Inf R.1,Parietal Inf R.4
Parietal Inf R.1,Parietal Inf R.5
Parietal Inf R.1,Parietal Sup R.6
Parietal Inf R.1,SupraMarginal R.6
Parietal Inf R.1,Angular R.4
Parietal Inf R.1,Frontal Mid R.17
Parietal Inf R.1,Parietal Sup R.8
Parietal Inf R.4,Parietal Inf L.7
Parietal Inf R.4,SupraMarginal R.2
Parietal Inf R.4,Parietal Inf R.2
Parietal Inf R.4,Angular R.3
Parietal Inf R.4,Parietal Inf R.5
Parietal Inf R.4,Parietal Sup R.6
Parietal Inf R.4,SupraMarginal R.5
Parietal Inf R.4,SupraMarginal R.6
Parietal Inf R.4,Angular R.4
Parietal Inf R.4,Parietal Sup R.8
Parietal Inf R.4,Occipital Sup R.8
Angular R.4,Parietal Sup L.9
Angular R.4,SupraMarginal R.1
Angular R.4,Angular R.1
Angular R.4,Parietal Inf R.3
Angular R.4,Angular R.2
Angular R.4,Angular R.3
Angular R.4,Parietal Sup R.6
Angular R.4,Parietal Sup R.8
Angular R.4,Occipital Sup R.8
Parietal Sup R.8,Parietal Sup L.2
Parietal Sup R.8,Precuneus L.2
Parietal Sup R.8,Parietal Inf L.7
Parietal Sup R.8,Postcentral L.10
Parietal Sup R.8,Parietal Sup L.9
Parietal Sup R.8,Occipital Sup R.1
Parietal Sup R.8,SupraMarginal R.2
Parietal Sup R.8,Parietal Inf R.2
Parietal Sup R.8,Parietal Sup R.3
Parietal Sup R.8,Parietal Sup R.4
Parietal Sup R.8,Parietal Sup R.5
Parietal Sup R.8,Precuneus R.3
Parietal Sup R.8,Angular R.3
Parietal Sup R.8,Parietal Inf R.5
Parietal Sup R.8,Parietal Sup R.6
Parietal Sup R.8,SupraMarginal R.5
Parietal Sup R.8,SupraMarginal R.6
Parietal Sup R.8,Occipital Sup R.8
Fusiform L.2,Lingual L.1
Fusiform L.2,Lingual L.2
Fusiform L.2,Fusiform L.3
Fusiform L.2,Lingual L.3
Fusiform L.2,Lingual L.6
Fusiform L.2,Precuneus L.6
Fusiform L.2,Fusiform L.6
Fusiform L.2,Fusiform R.1
Fusiform L.2,Fusiform R.4
Fusiform L.2,Fusiform R.5
Fusiform L.2,Lingual R.3
Fusiform L.2,Calcarine R.5
Lingual L.1,Calcarine L.1
Lingual L.1,Lingual L.2
Lingual L.1,Fusiform L.3
Lingual L.1,Lingual L.3
Lingual L.1,Lingual L.6
Lingual L.1,Calcarine L.4
Lingual L.1,Precuneus L.6
Lingual L.1,Cuneus L.3
Lingual L.1,Occipital Sup L.8
Lingual L.1,Calcarine L.5
Lingual L.1,Calcarine R.1
Lingual L.1,Lingual R.1
Lingual L.1,Fusiform R.4
Lingual L.1,Lingual R.3
Lingual L.1,Lingual R.6
Lingual L.1,Calcarine R.4
Lingual L.1,Calcarine R.5
Lingual L.1,Occipital Sup R.7
Lingual L.1,Calcarine R.6
Lingual L.2,Calcarine L.1
Lingual L.2,Fusiform L.3
Lingual L.2,Lingual L.3
Lingual L.2,Lingual L.6
Lingual L.2,Precuneus L.6
Lingual L.2,Fusiform L.6
Lingual L.2,Occipital Mid L.9
Lingual L.2,Occipital Sup L.8
Lingual L.2,Calcarine L.5
Lingual L.2,Fusiform R.1
Lingual L.2,Calcarine R.1
Lingual L.2,Lingual R.1
Lingual L.2,Fusiform R.4
Lingual L.2,Fusiform R.5
Lingual L.2,Lingual R.3
Lingual L.2,Lingual R.6
Lingual L.2,Calcarine R.5
Lingual L.2,Fusiform R.9
Lingual L.2,Calcarine R.6
Fusiform L.3,Calcarine L.1
Fusiform L.3,Lingual L.3
Fusiform L.3,Lingual L.6
Fusiform L.3,Precuneus L.6
Fusiform L.3,Fusiform L.6
Fusiform L.3,Fusiform R.5
Fusiform L.3,Calcarine R.5
Lingual L.3,Calcarine L.1
Lingual L.3,Thalamus L.1
Lingual L.3,Lingual L.6
Lingual L.3,Calcarine L.4
Lingual L.3,Precuneus L.6
Lingual L.3,Fusiform L.6
Lingual L.3,Calcarine L.5
Lingual L.3,Fusiform R.1
Lingual L.3,Calcarine R.1
Lingual L.3,Lingual R.1
Lingual L.3,Fusiform R.4
Lingual L.3,Fusiform R.5
Lingual L.3,Lingual R.3
Lingual L.3,Lingual R.6
Lingual L.3,Calcarine R.4
Lingual L.3,Calcarine R.5
Lingual L.3,Calcarine R.6
Lingual L.6,Calcarine L.1
Lingual L.6,Occipital Mid L.3
Lingual L.6,Precuneus L.6
Lingual L.6,Fusiform L.6
Lingual L.6,Cuneus L.3
Lingual L.6,Occipital Mid L.9
Lingual L.6,Occipital Sup L.8
Lingual L.6,Calcarine L.5
Lingual L.6,Fusiform R.1
Lingual L.6,Calcarine R.1
Lingual L.6,Occipital Mid R.2
Lingual L.6,Lingual R.1
Lingual L.6,Fusiform R.4
Lingual L.6,Fusiform R.5
Lingual L.6,Lingual R.3
Lingual L.6,Calcarine R.2
Lingual L.6,Lingual R.6
Lingual L.6,Calcarine R.4
Lingual L.6,Calcarine R.5
Lingual L.6,Fusiform R.9
Lingual L.6,Occipital Sup R.5
Lingual L.6,Occipital Sup R.7
Lingual L.6,Calcarine R.6
Precuneus L.6,Calcarine L.1
Precuneus L.6,Thalamus L.1
Precuneus L.6,Calcarine L.4
Precuneus L.6,Fusiform R.1
Precuneus L.6,Lingual R.1
Precuneus L.6,Fusiform R.4
Precuneus L.6,Fusiform R.5
Precuneus L.6,Lingual R.3
Precuneus L.6,Lingual R.6
Precuneus L.6,Calcarine R.4
Precuneus L.6,Calcarine R.5
Fusiform L.6,Calcarine L.1
Fusiform L.6,Fusiform L.4
Fusiform L.6,Fusiform R.1
Fusiform L.6,Calcarine R.1
Fusiform L.6,Fusiform R.4
Fusiform L.6,Fusiform R.5
Fusiform L.6,Lingual R.3
Fusiform L.6,Calcarine R.2
Fusiform L.6,Lingual R.6
Fusiform L.6,Fusiform R.7
Fusiform L.6,Fusiform R.9
Fusiform R.1,Fusiform R.3
Fusiform R.1,Fusiform R.4
Fusiform R.1,Fusiform R.5
Fusiform R.1,Lingual R.3
Fusiform R.1,Calcarine R.5
Fusiform R.1,Fusiform R.9
Fusiform R.1,ParaHippocampal R.3
Fusiform R.4,Calcarine L.1
Fusiform R.4,Occipital Mid L.3
Fusiform R.4,Cuneus L.3
