id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
Frontal Sup L.6,7,62,13,8,138,7,518,204,183,100,17,9,25,10,1,113,0,3456,390,148,5057,2272,486,188,8,1892,237,185,1143,1396,105,99,129,15,50,381,135,35,10,599,127,177,252,3,84,17,0,0,316,14,1,20,2,113,49,7,7,7,51,10,3,4,1,0,0,0,0
Frontal Sup L.10,10,77,30,15,173,30,694,452,194,137,64,18,34,22,4,145,6,4769,950,624,6966,5301,592,198,64,2013,200,561,1645,2405,513,122,307,69,79,429,193,46,53,592,259,376,241,26,134,44,0,0,320,35,14,13,5,112,62,29,9,15,45,20,10,7,1,2,2,0,0
Frontal Mid R.13,12,133,27,39,484,19,1256,514,330,529,74,37,173,65,62,860,2,12706,1846,452,12783,6759,1618,1227,47,3727,1523,976,3024,6490,552,314,647,55,111,650,1464,194,50,1073,1072,1271,884,15,364,108,1,0,412,902,70,149,19,764,341,40,31,77,247,327,122,90,0,172,77,53,0
Frontal Mid L.10,11,76,39,16,159,58,889,547,144,143,76,13,22,25,6,123,36,6732,1122,1217,10017,8074,408,227,116,2368,247,670,3419,2612,593,171,233,58,104,197,117,71,84,649,204,311,181,19,102,46,0,0,154,62,21,5,4,61,59,27,2,4,8,15,15,8,2,2,6,0,0
Frontal Sup R.10,8,73,18,10,183,10,686,311,193,118,35,9,32,8,3,156,0,5228,737,218,6543,3911,538,197,17,2294,266,394,1705,1921,308,114,130,16,83,385,238,32,16,692,191,209,172,15,106,29,0,0,306,40,10,9,0,168,29,8,2,2,52,12,3,5,0,6,1,0,0
Frontal Sup R.4,15,158,76,29,589,166,1460,1498,405,412,215,45,106,60,14,1140,166,14729,5211,4512,14809,19519,2146,1130,495,5181,1324,2844,3515,7578,2001,333,950,304,311,874,1033,254,315,1331,788,1705,784,116,348,175,4,0,541,236,83,112,23,467,295,99,22,43,149,73,49,36,3,30,14,2,0
Frontal Mid R.9,5,49,7,3,133,3,455,114,131,46,5,4,14,2,0,120,0,3704,260,65,4518,1333,439,121,2,1585,186,64,1032,660,24,108,67,4,28,244,80,15,2,453,109,52,101,0,47,3,0,0,187,0,0,17,0,60,12,1,1,2,30,0,0,2,0,0,0,0,0
SupraMarginal L.1,11,139,33,22,447,32,1300,749,513,329,83,28,128,35,15,584,8,10564,2196,972,12242,10862,1975,661,69,5435,991,1162,3585,5649,883,316,484,75,93,1106,981,170,77,1886,809,928,891,33,253,71,5,1,1101,172,45,144,9,705,261,39,27,43,355,129,27,45,5,66,12,6,0
Temporal Sup L.1,30,212,227,208,554,606,1693,3278,428,1838,1782,119,397,974,698,730,629,12102,8692,12593,19506,36755,1739,3249,4156,3726,3284,15150,5286,21018,13975,262,1614,1011,257,641,2569,2328,4884,1561,2175,13625,2647,2027,846,1265,13,22,585,6661,4004,229,650,1275,2757,2776,76,424,419,2038,4362,363,138,521,2318,1461,0
Frontal Inf Tri L.3,12,94,38,28,182,45,986,617,182,281,103,9,59,39,33,131,14,6989,1180,1076,9106,8915,364,383,133,2499,761,1018,2794,4386,936,139,145,32,52,249,295,117,57,764,458,660,367,41,50,40,0,0,220,380,91,32,26,125,122,18,1,5,47,107,74,10,0,32,16,25,0
Temporal Mid L.4,8,106,14,14,291,8,1198,274,400,218,20,38,87,20,8,257,2,9724,507,194,12517,4347,1082,374,5,4824,762,249,4629,3229,155,185,568,41,68,682,698,106,15,1748,659,318,505,3,379,53,11,4,915,127,5,61,7,543,160,9,65,45,220,61,15,44,1,32,6,2,0
SupraMarginal L.3,17,206,73,63,573,92,1865,1555,781,943,334,60,339,151,103,468,37,14636,3866,2593,21224,20611,2313,1600,339,7882,3200,4375,5065,13482,3132,382,1032,223,415,1722,2436,736,407,2397,1878,3862,2579,274,858,340,1,8,1659,1508,414,293,55,1903,1118,263,73,101,960,798,320,161,11,354,166,94,0
Temporal Mid L.7,24,220,174,102,537,505,2019,2955,577,1053,992,100,426,329,198,449,591,14271,6647,12078,19128,39009,1637,1542,3017,6255,2263,9428,7234,17465,8081,310,1465,745,271,1071,2172,982,2050,1917,2505,7712,1966,905,782,490,3,23,746,2049,1506,472,157,1498,1391,827,19,371,926,1071,906,215,50,663,361,256,0
Temporal Sup L.6,19,176,65,106,429,58,1611,965,437,1185,341,68,441,249,321,427,19,11903,1939,1122,13802,11638,1193,1799,188,5101,2981,3223,4077,12247,1836,236,1004,167,200,722,2630,803,422,1380,3202,3821,2186,181,632,443,8,9,565,3551,728,372,54,1687,1393,321,39,205,729,1841,686,184,27,830,639,611,0
Frontal Inf Tri L.7,17,116,87,49,263,180,1106,1299,242,413,320,12,60,125,55,272,164,8261,3056,4302,10354,16700,825,655,665,2767,611,2698,3091,6785,2589,171,223,102,95,427,312,251,456,981,445,2032,620,193,116,57,0,0,323,515,267,18,78,183,175,211,4,16,53,106,243,2,6,25,64,33,0
Temporal Sup R.1,12,147,45,21,419,71,1652,1045,521,280,102,41,105,33,14,486,48,13337,2943,2346,16912,17336,1583,458,168,6450,707,1250,5908,6709,1232,295,668,169,139,1019,682,136,102,2297,870,917,643,28,414,96,10,5,1071,176,54,68,9,614,194,36,45,46,232,94,32,53,1,42,14,3,0
Temporal Sup R.2,23,191,116,137,435,162,1650,1734,416,1402,720,71,462,510,379,409,55,11320,3558,3334,15657,20885,1036,2070,754,4419,3334,6893,4710,15521,4807,220,1022,302,204,669,2570,1561,1248,1310,2958,7550,2308,697,564,537,14,2,554,3900,1213,350,264,1517,2255,1063,61,243,613,1647,1843,302,86,934,1002,630,0
Temporal Sup R.9,15,158,38,67,324,22,1535,645,543,865,142,28,323,144,147,194,3,10370,1087,483,14355,8596,1053,1109,49,6387,2427,1553,4222,9712,959,257,390,38,176,935,1760,704,114,1687,2015,2202,2139,62,456,130,0,1,1087,1842,161,179,40,1887,885,139,16,63,769,985,369,101,11,481,217,200,0
Temporal Sup L.3,22,169,72,159,430,60,1358,1083,345,1746,368,38,322,524,588,484,5,9137,2677,1282,11731,11575,1311,3610,191,3115,3942,3829,3570,16217,2530,140,513,115,135,514,2091,1687,502,1151,2006,7081,2778,209,504,276,3,2,420,7427,539,155,236,1306,1716,628,20,206,322,2159,1897,139,63,455,1722,1323,0
Rolandic Oper L.3,20,181,66,124,470,47,1565,986,444,1369,346,63,479,355,392,600,5,11017,1887,846,14080,10962,1403,2628,159,4674,3160,2889,3760,13494,2114,241,1014,110,264,736,3169,1287,383,1392,3262,4947,2381,184,579,473,10,0,525,4527,640,335,78,1816,1932,493,44,191,750,1972,1156,267,81,908,898,768,0
Postcentral L.7,26,289,177,148,927,357,4528,3924,1014,1747,1300,148,629,577,366,1254,173,45521,12303,11181,50367,81253,3971,3257,2244,18220,3912,14523,38708,40914,15279,1002,3792,1004,338,2366,4211,1617,2853,8733,8309,14577,4257,1764,1407,1159,14,6,2175,3925,2357,678,178,2536,2784,1735,196,496,1427,1865,2109,517,82,950,934,521,0
Frontal Inf Oper L.2,25,246,188,112,649,551,1883,3265,740,1451,1130,124,470,411,208,707,668,12870,7482,12992,21072,36281,2384,2420,3288,6496,4464,12780,5881,21205,8724,264,1937,974,369,1196,3372,2036,2583,2311,2175,9255,3470,1277,1037,842,29,18,1556,2864,1565,414,291,2104,2479,1041,77,333,945,1192,1233,412,37,573,445,222,0
SupraMarginal L.2,28,220,183,195,419,292,1870,2704,530,1978,1494,72,557,894,596,390,105,11403,4510,5963,23260,33036,1049,2974,1746,6212,4724,13393,7346,23641,10546,232,860,352,186,575,2703,3175,2924,1767,3039,14333,3553,2244,670,693,1,5,800,6315,3156,262,464,1897,3522,2861,18,309,900,2427,3844,341,203,1016,1906,1022,0
Temporal Sup L.4,26,200,137,188,504,243,1549,2241,498,1887,881,77,359,797,679,447,169,11742,5677,5841,16654,25430,1734,3412,1189,5382,3988,8041,5373,20781,8072,190,1012,443,220,930,2308,2285,2015,1374,1687,11664,3227,619,693,740,7,1,837,7700,1669,236,520,1327,2463,1470,39,333,465,2043,3432,240,98,459,2280,1489,0
Temporal Sup L.5,26,240,163,162,650,386,1702,2958,596,1816,1060,109,504,634,520,623,404,13255,7567,9925,17561,32943,2197,3362,2161,5977,4711,10542,5423,20684,10024,210,1518,711,433,1046,3414,2178,2484,1575,2078,11749,2956,842,1033,891,12,9,897,6088,2209,360,456,1760,2814,1241,58,403,720,2172,2613,375,42,825,1427,1071,0
Rolandic Oper L.4,28,258,201,177,652,516,1690,3534,529,1978,1478,103,624,722,560,624,453,11710,8158,12801,17953,38068,1624,3196,3777,5270,5675,14408,5209,21250,12726,208,1388,753,322,626,4018,2706,2942,1443,2625,14761,2989,1707,609,943,10,7,693,6226,3338,546,592,1833,3474,1686,34,401,678,2680,3298,337,119,1145,1444,1119,0
Temporal Mid L.9,19,197,85,86,508,107,1642,1537,518,1087,451,64,397,222,189,550,43,12300,3493,2447,14153,19583,1384,1805,447,5378,3373,5007,4750,12860,3648,305,969,262,73,933,2649,989,583,1580,2157,4798,1896,384,527,343,11,8,733,2467,726,239,63,1717,1177,400,28,164,805,1096,642,201,24,630,300,264,0
Temporal Mid L.10,18,249,92,61,839,146,3187,2459,1255,990,453,45,347,128,89,841,76,31459,8116,5084,26218,48846,4259,2233,635,17134,3032,7333,15395,24563,6390,985,736,291,246,3557,2754,673,583,8207,2408,4794,3393,487,817,166,3,1,4156,1427,559,365,33,2269,739,235,51,97,1129,650,264,111,5,369,110,73,0
Temporal Sup L.7,28,186,177,201,497,381,1461,2425,350,1747,1265,88,337,929,701,729,280,9740,6645,7600,14784,25438,1494,3286,2270,3148,2763,10333,4382,18602,9226,154,1231,658,210,496,2125,2167,3218,1217,2048,11854,2538,1116,596,898,18,5,398,6942,2559,251,647,1025,2488,2199,47,336,353,1839,4110,276,139,423,2446,1491,0
Heschl R.1,18,177,47,106,532,24,1495,716,412,1361,244,64,402,192,356,710,0,11542,1686,453,11626,7634,1738,3194,74,3933,4087,2659,3995,12368,1429,217,1036,67,139,586,2983,848,184,1461,2592,2699,2390,104,647,490,7,0,517,4873,593,307,28,1642,912,205,75,196,552,2102,539,159,20,730,522,791,0
Temporal Sup R.4,23,170,95,158,401,109,1455,1306,332,1664,554,50,335,560,548,518,37,9056,2923,2078,13409,14982,1259,3277,407,3275,3740,5474,4517,16640,3236,128,638,230,130,423,1856,1789,908,1323,2133,7515,2606,393,566,344,7,4,383,6680,1009,163,310,1271,1724,887,27,208,318,1952,2077,211,78,537,1561,1188,0
Temporal Sup R.5,17,176,51,85,445,36,1596,856,528,884,234,80,458,189,221,408,5,11786,1609,759,14068,9413,1474,1306,107,6163,1754,2132,3601,9764,1667,276,1359,100,317,1058,2503,439,223,1591,3485,3070,1746,120,860,311,13,13,787,2128,383,457,47,1744,1161,227,64,243,952,1224,533,323,14,847,353,368,0
SupraMarginal R.3,21,267,96,114,964,120,3208,2502,1005,1626,548,92,514,368,294,1485,34,33203,9203,4693,37019,46123,4709,3593,530,15384,5131,7057,22356,29241,7621,767,2116,375,388,2356,4059,1221,844,5762,4070,9368,4087,451,1142,626,18,3,2424,4010,871,489,120,2390,2273,703,75,281,1130,1879,1293,269,41,684,632,466,0
Temporal Sup R.6,27,232,172,179,487,271,2042,2750,621,1940,1355,100,571,777,522,378,111,14023,5037,5959,25270,35533,1478,3161,1538,7331,4780,12861,9560,24859,10254,280,1354,445,174,777,2979,2745,2555,2062,3057,13627,3757,2066,839,973,2,11,1033,5910,2742,273,429,2125,3336,2298,47,398,1077,2349,3248,419,144,961,1569,850,0
Temporal Mid R.5,14,166,43,48,493,36,1787,903,634,661,146,48,249,116,66,472,8,15416,2508,1033,17767,15335,2213,1328,84,7613,1864,1708,6975,10620,1420,497,686,102,93,1416,1612,485,169,3066,1562,2302,1670,56,437,196,7,5,1503,879,116,239,27,1170,764,164,36,88,720,454,200,128,12,237,125,40,0
Temporal Sup R.7,25,191,114,186,476,138,1394,1855,434,1917,731,52,354,746,685,479,43,9794,4477,3287,14319,19657,1369,3706,603,4283,4112,7051,3665,18913,6543,159,683,219,190,759,2376,2196,1308,1176,1727,10733,3076,555,512,528,6,0,676,7958,1380,194,350,1310,2432,1410,22,244,422,2219,3080,173,133,430,2271,1517,0
SupraMarginal R.4,15,219,64,41,857,109,2669,1772,985,730,211,33,249,83,52,1320,75,30574,7004,4339,27255,34236,4464,1638,354,14734,2941,3450,14417,15489,2630,842,717,179,365,2963,2322,373,271,5605,1650,3111,2447,85,547,122,10,0,2527,867,198,258,29,1680,682,102,19,47,711,486,144,58,2,185,69,36,0
Temporal Mid R.8,15,187,62,43,647,95,1871,1454,711,684,209,44,196,103,48,683,52,17391,4739,3212,18374,23247,3249,1615,296,7740,2232,3150,7050,12235,2248,511,773,168,120,1673,1763,441,301,3150,1049,2710,1854,99,404,190,9,2,1690,763,157,175,39,1085,632,140,60,76,526,332,167,107,10,127,82,22,0
Temporal Sup R.8,25,222,148,152,597,335,1569,2493,571,1715,920,124,436,559,486,576,329,11438,6412,7891,15622,26163,2103,3416,1778,5295,4486,9143,4360,19250,7838,189,1649,717,274,988,2689,2097,2137,1442,1900,9322,2955,618,1072,1021,11,15,890,5836,1909,276,361,1733,2306,998,114,451,623,2020,2215,368,39,687,1248,1018,0
Rolandic Oper R.4,35,242,375,220,441,1654,1783,4942,514,1938,3173,92,582,1067,651,253,3248,10518,8488,30990,19710,51586,1079,2293,14812,5761,3896,26025,6537,25782,19821,233,1076,1094,311,611,2729,2931,9352,1552,2786,19578,3152,4622,553,1058,7,14,716,5752,7395,349,960,1735,3515,3822,23,337,733,2589,4891,335,204,1054,1835,1219,0
Temporal Sup R.10,21,178,62,148,492,40,1414,1010,368,1692,312,40,389,434,544,672,0,10462,2579,902,12569,10989,1416,3492,125,3453,4143,3373,3493,15381,2338,171,572,94,146,578,2889,1334,333,1152,2409,6135,2755,171,581,301,8,0,450,6767,517,255,137,1332,1815,468,20,167,389,2482,1529,159,66,613,1405,1234,0
Frontal Inf Orb L.1,10,84,24,21,195,21,740,411,139,235,47,10,45,35,17,183,7,6004,1011,524,7425,5410,412,381,32,1574,719,490,1742,2636,446,111,159,35,40,140,224,129,41,425,288,534,294,8,77,24,0,0,120,199,21,24,14,109,127,24,5,8,44,70,40,11,0,12,17,6,0
Frontal Inf Orb L.6,14,111,55,36,284,84,918,906,228,371,166,16,67,76,38,294,45,7203,2388,2092,8010,10745,869,646,258,2423,945,1603,2495,5301,1433,139,243,83,66,454,440,253,185,778,337,1404,550,73,140,74,0,0,303,410,118,27,43,173,193,81,6,20,54,104,132,8,4,34,40,22,0
Frontal Inf Tri L.5,15,116,55,50,338,58,1051,931,309,509,215,13,79,111,71,382,24,8816,2890,1618,8034,11163,1387,1048,166,3418,1025,2177,2977,7406,1929,238,220,71,90,815,549,299,223,1104,675,1967,902,163,186,49,0,0,690,814,209,48,45,347,244,141,6,21,74,177,241,22,2,42,101,50,0
Frontal Inf Tri L.6,12,102,33,33,316,27,1116,553,189,391,97,5,84,55,41,461,7,10774,1536,641,13528,8055,841,1055,60,3039,767,1091,3505,5434,806,213,122,12,56,315,628,214,78,625,763,1016,573,42,70,23,0,0,165,532,80,91,17,276,165,46,0,7,93,216,97,5,1,43,38,29,0
Frontal Inf Tri R.2,10,71,20,25,140,8,729,262,107,269,60,2,52,16,36,96,0,5470,478,168,6396,3430,258,417,12,1456,717,580,2265,3220,302,66,39,4,12,110,289,54,32,342,440,365,321,25,33,10,0,0,75,461,72,26,0,142,54,0,0,1,46,126,16,0,0,32,24,29,0
Frontal Inf Orb R.5,16,143,74,46,437,108,1267,1367,357,508,320,34,101,72,60,547,35,10625,4223,2831,10524,16817,1805,942,470,3801,1341,3477,3699,7990,3279,157,657,205,173,589,758,269,306,1313,706,1800,877,301,276,185,12,0,640,668,359,94,18,400,176,104,48,47,136,208,119,19,0,34,65,43,0
Frontal Inf Tri R.5,12,84,33,33,159,31,863,472,125,336,97,9,49,43,49,111,9,6193,927,670,7730,6421,278,464,78,1637,814,878,2826,4141,721,97,156,26,19,138,225,167,85,428,434,679,382,20,76,52,0,0,76,598,113,26,2,127,102,30,3,5,50,146,68,3,0,19,50,40,0
Temporal Mid L.13,14,243,48,43,1019,42,2974,1553,1425,968,185,20,299,80,57,1559,4,31633,6172,1972,28090,29755,6365,2632,131,18596,4937,3697,12596,20584,2621,1087,566,63,165,4565,3309,520,178,8775,2288,3331,4653,121,609,102,3,0,5712,1337,186,338,6,2531,803,117,16,14,1168,674,141,53,6,202,72,39,0
Parietal Inf L.2,9,122,25,11,507,24,1594,638,379,208,44,16,49,15,1,952,6,19498,2412,865,18775,11931,2044,659,39,6532,849,782,6187,4502,532,311,417,45,132,905,630,91,40,1868,500,455,478,15,174,37,2,1,552,17,3,42,2,289,123,17,4,13,92,6,3,9,1,2,0,0,0
Frontal Inf Oper L.3,13,164,53,25,512,81,1906,1239,580,439,153,22,123,34,18,515,42,19097,3645,2615,23712,20768,2130,956,246,8610,1688,2449,8054,9422,1657,358,448,100,194,1195,1136,244,148,2780,806,1336,1217,87,353,88,1,0,1150,336,90,59,2,832,252,42,20,23,293,139,40,21,0,50,11,7,0
Precentral L.9,19,189,67,104,451,40,3414,1253,501,1235,378,57,400,263,288,378,4,29880,2874,1045,44783,26398,1482,1875,107,8575,3441,4161,26431,24906,3375,676,1162,102,202,701,2399,843,361,4910,7312,4821,2357,340,695,424,8,0,710,3442,677,215,49,1671,1423,431,65,176,623,1409,859,194,15,693,530,503,0
Frontal Inf Oper R.3,14,166,55,36,482,83,1855,1119,540,567,171,45,191,69,41,527,45,16067,2810,2272,22233,17011,1775,1111,247,7163,2062,2402,7499,9765,1442,357,849,178,184,964,1557,389,227,2483,1531,1723,1353,67,476,164,3,2,986,709,143,138,12,1084,533,67,48,67,466,267,102,95,8,150,63,20,0
Temporal Mid L.3,15,137,57,48,380,72,1214,1027,369,587,204,33,119,117,62,425,24,8943,2749,1848,9852,13009,1472,1181,230,3557,1348,2373,3205,8099,1807,201,584,142,77,562,843,378,271,1434,791,2192,1297,92,276,178,15,1,695,816,174,62,37,537,442,177,44,51,156,275,202,44,12,53,108,38,0
Temporal Mid R.4,15,150,53,52,412,49,1265,1066,411,696,206,33,136,130,70,418,11,9416,2843,1310,10556,13916,1496,1378,132,3938,1934,2675,3363,8734,2187,198,574,142,72,548,996,517,242,1544,807,2609,1561,136,289,156,2,0,747,982,178,88,38,612,476,198,45,70,209,340,250,50,16,59,122,42,0
Temporal Mid R.10,19,192,97,74,432,164,1673,1805,565,819,471,63,353,215,119,279,101,11273,3592,4303,15528,23419,1245,1194,712,6104,2136,4399,4768,12057,4117,279,946,308,190,1052,1835,741,681,1669,2244,4955,1414,432,522,314,6,6,945,1301,562,277,115,1383,1200,390,45,144,881,615,556,194,31,448,199,97,0
Temporal Mid R.11,13,214,45,33,848,53,3083,1486,1270,642,134,36,184,68,31,1113,22,32934,5931,2481,25883,30861,5447,1575,142,17639,2456,2391,15298,17718,2337,1106,817,200,275,4168,1662,334,126,9398,2108,2425,2550,64,880,87,5,1,5169,656,91,222,32,1653,517,91,117,39,700,249,93,55,2,82,41,11,0
Occipital Mid L.8,19,178,68,103,508,56,2331,1329,398,1237,345,26,293,298,270,517,8,19987,3673,1554,28765,23890,1500,2464,207,6353,3079,3964,11328,19114,3529,369,660,86,164,651,2224,960,366,2416,2763,5642,2061,247,406,164,0,3,447,3455,513,237,84,1087,1209,441,5,68,320,1204,965,91,26,362,617,402,0
Occipital Mid L.10,20,161,78,112,401,80,2149,1278,347,1233,406,21,253,352,302,370,24,16420,3174,1838,26954,21501,1102,2200,303,5549,2706,4135,9945,19239,3396,312,425,61,149,549,1708,1237,522,1917,2655,5712,1961,302,367,173,0,0,347,3713,600,168,136,1056,1155,522,4,62,285,1135,1200,64,31,293,743,462,0
Frontal Inf Orb L.5,12,58,41,25,102,44,452,369,69,193,121,5,33,36,19,74,9,2934,618,569,4247,3565,172,270,130,755,385,886,993,1990,470,46,36,15,7,68,174,94,97,184,198,441,179,65,22,25,0,0,66,166,78,19,3,81,73,50,0,6,17,69,41,0,3,9,12,7,0
Frontal Mid L.17,14,128,53,38,450,60,1341,927,251,485,193,17,109,70,41,808,24,15372,3072,1461,16213,13089,1315,1322,168,4317,1269,2374,4551,7190,1628,226,371,90,95,544,1005,283,212,958,753,1481,745,138,195,64,3,1,287,590,166,116,16,364,266,106,8,20,108,218,101,24,3,64,42,25,0
Frontal Inf Orb R.1,13,84,50,28,160,79,686,644,134,248,128,13,45,57,22,101,56,4755,1179,1522,6834,7196,359,336,188,1472,465,1075,1615,3155,794,64,177,68,31,154,250,139,162,358,264,827,272,47,80,50,0,0,118,223,65,20,28,108,133,59,4,16,39,63,79,5,1,18,22,8,0
Frontal Mid Orb R.1,12,88,43,23,230,65,656,640,153,198,97,17,48,41,17,218,39,5254,1659,1398,5921,6929,659,296,155,1516,370,767,1485,2635,782,89,270,79,26,235,300,86,93,407,279,709,183,32,80,50,0,0,149,161,45,39,26,127,89,27,4,25,42,56,60,4,0,16,12,6,0
Fusiform L.1,9,93,17,19,293,10,785,326,217,250,33,17,67,23,18,408,1,6282,895,251,8357,4066,845,499,15,2060,640,363,2636,3246,317,165,330,33,19,386,587,106,23,794,364,444,532,1,97,40,3,1,314,245,23,63,3,244,112,14,6,15,59,100,21,18,1,30,16,8,0
Temporal Inf L.6,10,108,22,23,314,15,1161,443,317,309,45,21,89,41,19,302,0,9564,1124,398,15196,6848,1166,654,31,3751,899,477,5439,4872,465,206,351,47,91,578,637,171,26,1573,616,757,645,10,176,51,0,0,512,287,17,86,17,366,234,32,12,29,156,107,46,26,1,33,25,5,0
Temporal Inf L.8,15,113,54,51,229,58,937,759,250,457,196,46,137,136,65,190,16,5906,1414,1094,10253,8289,670,653,161,2401,839,1512,2531,5585,1361,83,591,152,116,401,643,325,267,646,865,1898,699,103,324,181,2,4,292,614,147,54,43,507,509,192,28,102,159,213,259,94,26,87,115,36,0
Fusiform L.7,15,112,58,47,194,69,1069,844,287,452,213,29,107,121,52,114,29,5933,1374,1455,12867,10528,603,674,186,3110,882,1887,3844,6829,1602,118,337,85,112,367,404,352,291,1098,681,1718,851,140,272,156,3,0,444,565,154,49,49,447,385,190,14,59,140,188,200,49,13,50,91,22,0
ParaHippocampal R.1,12,109,39,27,268,42,876,676,282,343,109,12,78,46,23,270,20,6143,1501,1029,9568,7932,781,668,79,2715,854,1280,3134,4977,907,151,152,52,53,502,569,217,122,862,356,942,719,61,129,30,2,0,412,314,70,45,18,339,197,41,8,17,86,113,43,18,3,32,29,9,0
Fusiform R.3,24,193,164,112,328,401,2989,2520,825,1153,1027,25,358,351,245,117,331,19581,4024,8629,28707,44913,1178,1450,2499,12605,1623,10078,16319,29188,7449,915,365,226,253,1419,1449,965,1888,8326,4942,7622,3782,1194,269,177,2,4,2749,2624,1752,194,211,2224,1251,846,5,53,1181,1357,1069,54,23,476,464,349,0
Temporal Inf R.6,16,118,59,61,252,57,1163,832,250,598,239,31,139,177,87,263,15,8597,1738,1088,13457,10722,805,937,166,2848,1320,2086,4640,7697,1663,114,385,93,116,282,749,560,290,1079,922,2481,980,143,289,165,0,0,299,891,210,67,59,503,596,317,13,88,164,334,359,53,31,81,179,51,0
Fusiform R.10,21,210,146,64,617,433,2184,2989,803,631,648,73,217,179,70,579,592,18737,9059,13021,25121,43583,3180,894,2041,10380,1207,6147,10476,18347,7480,471,1125,737,640,2082,1180,425,1264,4572,1484,4504,1427,560,721,395,10,5,1981,653,575,243,80,955,690,381,58,98,507,298,327,84,15,110,121,29,0
Fusiform L.2,20,196,91,99,353,150,3075,1722,933,1186,441,31,377,306,243,197,90,20509,3132,3931,28819,31295,1279,1550,624,14411,2450,4766,16907,27102,4033,975,480,193,230,1596,1471,983,733,9224,5353,6147,3869,274,492,192,4,0,3259,3013,637,153,209,2613,1500,396,37,52,1372,1381,984,102,9,535,523,366,0
Hippocampus L.1,15,151,53,52,390,67,1940,971,504,643,189,17,233,110,89,412,23,15052,2279,1669,22335,15983,1480,1072,230,7501,1566,2098,10769,12375,1481,369,237,70,112,816,1419,388,199,4090,2235,2403,1680,81,146,77,0,0,1345,1111,208,263,53,1098,644,96,4,26,496,536,270,36,2,268,111,92,0
Temporal Inf L.9,13,134,38,40,317,23,1929,727,452,531,137,24,151,75,51,197,2,16736,1558,663,22773,13389,1162,905,49,7136,1496,1639,10105,10735,1172,520,327,34,132,914,1001,279,117,3519,1499,1556,1275,81,285,123,0,0,993,743,120,71,7,888,432,112,11,35,272,266,130,49,2,111,60,35,0
Fusiform R.6,11,152,29,26,538,17,1859,788,707,430,81,30,121,48,19,548,2,18671,2670,605,19378,13897,2809,925,30,9879,1614,1245,8972,8905,1181,648,588,84,246,2032,1176,220,58,4885,952,1258,1407,40,453,104,1,0,2167,308,43,111,10,827,332,65,54,33,257,122,53,38,5,45,20,4,0
Temporal Inf R.7,21,284,122,88,1151,230,3510,3183,1579,1349,676,88,486,276,148,1627,117,35354,12524,8314,32954,53518,8275,3277,1195,18745,4060,9549,19671,36273,8815,1355,2092,575,385,6237,4408,1083,1189,9501,3810,8929,4576,676,1139,583,6,1,6180,2247,854,688,93,3834,1847,712,118,178,1878,1039,710,228,21,542,286,132,0
Temporal Mid L.2,23,138,156,97,227,377,1096,1787,217,751,910,75,174,325,159,145,286,6600,2737,5954,11646,19380,488,943,2247,2248,1303,6497,3006,9318,5200,128,639,594,91,250,749,833,1748,661,844,4608,872,999,311,488,8,2,174,1336,1175,59,154,455,681,919,51,207,145,401,851,130,32,135,311,133,0
Temporal Inf L.4,15,128,47,58,306,23,1418,773,297,673,203,27,146,136,93,269,0,11742,1677,556,19310,11061,1002,1266,56,3488,1641,2176,6590,9811,1612,125,348,73,115,401,967,468,146,1437,1159,2152,1135,151,298,155,0,0,372,1220,223,55,18,648,560,232,19,63,157,384,295,40,17,110,155,72,0
Temporal Inf L.7,13,117,31,47,299,12,958,511,261,555,101,37,132,103,70,357,0,7262,1176,253,11799,5816,889,1027,17,2454,1519,1046,2632,5835,755,113,450,50,97,358,938,318,73,760,757,1563,981,41,270,165,0,2,290,898,77,63,13,504,436,127,41,92,150,321,181,60,12,82,127,47,0
Temporal Mid L.6,15,104,45,60,198,40,777,622,167,528,159,30,123,147,109,138,12,4819,1114,792,6849,6568,381,671,96,1616,1009,1184,1710,4827,1171,77,367,85,82,178,638,378,186,449,688,1808,593,54,221,149,0,0,139,1022,160,57,54,351,475,171,20,70,97,357,306,70,18,79,195,113,0
Temporal Inf L.10,13,92,36,42,132,21,738,407,170,323,123,45,142,87,55,56,2,3800,412,288,7259,3937,213,233,57,1875,607,738,1552,3220,572,56,581,47,62,169,540,171,71,448,987,1015,351,59,259,167,7,0,153,366,111,67,17,402,364,126,25,125,159,241,153,77,9,115,77,33,0
Temporal Inf L.11,16,101,59,61,241,64,778,703,158,470,241,33,138,152,103,281,7,5462,1668,1020,7474,6959,613,660,262,1467,635,1699,1970,4761,1368,89,465,64,105,175,767,260,199,495,776,1981,545,156,205,188,2,3,122,813,266,89,81,387,400,204,18,100,91,363,381,56,18,114,146,100,0
