id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
Supp Motor Area R.4,45,864,442,548,4301,1478,9477,13271,5217,10431,5433,996,6161,3706,3573,7939,1998,141471,58648,54693,111235,225644,32506,31295,14938,63074,43533,89075,43127,189668,65065,2457,21485,8406,5094,15488,61168,22751,19739,21300,35169,116634,39408,9013,14901,10489,517,266,18904,55837,23035,10759,4469,40300,44384,12832,2573,7353,32950,39261,28011,11427,1127,33442,18156,15677,0
Frontal Mid R.10,41,821,555,265,5011,3195,10845,20167,6355,7017,5286,649,2179,1488,691,13366,8811,152678,113951,154957,115880,393793,47981,28914,32001,77731,34540,125629,64767,239169,90950,4888,21854,10762,7110,29554,32072,14920,20519,40443,18107,79102,38974,10655,15163,8432,226,139,39442,18567,11278,4503,1645,25646,16608,6409,1322,2339,12372,9356,6556,1827,191,3475,2198,1007,0
Precentral L.4,47,840,449,632,4190,1540,9287,13143,4407,11665,5938,815,6101,3709,5028,9401,2076,129169,59137,58122,114832,220266,28157,37375,17379,57620,50067,92175,39581,191349,69712,2336,20878,6851,5250,13407,61225,22081,21076,18171,38612,124909,40100,8513,14082,9970,328,131,13493,81208,33447,9502,3622,38813,40629,9931,1471,6641,25042,49613,30107,9089,999,36004,23591,27624,0
Postcentral L.11,51,574,313,962,2524,411,7895,7306,2390,13652,3749,360,3511,6606,10059,5459,38,103378,35640,12999,96110,120361,15576,43805,3046,40121,36317,46007,34521,221908,47151,1981,8952,1418,2108,7746,34397,26388,8306,12578,34546,131047,43365,5627,7018,5125,55,67,5754,151966,14676,3345,5178,21856,35106,15635,259,4555,7837,53196,59442,4854,2445,18323,66657,68850,0
Parietal Sup R.1,56,666,503,1037,2778,876,7436,11865,2017,15137,8030,466,4348,8474,10340,5554,371,92900,47748,27035,85500,194080,12060,47729,8821,28841,54154,101295,32656,221159,98857,1783,10230,3110,2461,5047,40467,40763,20778,10229,27399,184166,38512,18459,5707,8548,104,58,3365,156198,44433,4695,6524,17741,49180,35524,300,5184,6711,56522,88209,6344,3620,25027,73413,67138,0
Postcentral R.2,47,659,231,850,3000,187,8387,6236,2622,14006,2475,351,4685,4884,8669,6513,3,115625,28121,6341,101132,109601,16753,45731,1052,42465,51989,32510,36174,209083,34150,2348,8930,764,2338,8193,47306,22475,3596,13347,39400,107882,42754,3526,7519,3956,85,20,5705,144913,8883,5438,2516,25803,37258,9343,253,4183,10483,62336,40165,5509,1425,27462,49518,58338,0
Postcentral R.5,57,863,789,807,3665,3712,9481,20312,4010,13192,13158,1094,6318,5943,6447,7087,6645,119255,76702,126022,109582,334337,22259,37150,54552,49699,48451,186195,39159,239864,145890,2697,26404,14300,5536,11298,56976,32241,58680,16382,37052,196996,41642,34568,16013,14636,248,443,9913,97305,77491,7816,6084,35875,51493,28672,1613,9920,21903,53436,55979,12911,1045,38083,35254,36040,0
Precentral R.2,46,620,195,840,2956,138,8523,5293,2651,13455,1850,301,4275,4466,8726,6631,1,119075,28430,5097,103305,90743,19151,44071,671,43906,42083,24279,37895,209277,27711,2275,8445,601,1949,8626,44908,19532,2484,14259,42353,94633,43038,2169,7387,3335,83,21,6861,140660,5697,5063,2104,26557,32685,6937,252,3679,9808,61206,33599,4604,1547,24299,47991,59985,0
Precentral R.4,60,727,832,938,2814,4092,8347,18365,3043,12550,14163,966,5023,7654,8311,6011,7580,93933,68670,125088,111820,292614,17193,35539,60335,44702,34898,169030,34016,224646,147098,1493,20065,13360,4324,9065,40141,31727,72257,13014,35638,189809,38962,34126,11608,14744,144,354,7926,105913,88826,3882,9997,27030,47931,32577,1204,9310,13317,48110,73971,11967,2761,31070,54945,50260,0
Paracentral Lobule R.1,64,771,962,1054,3050,5372,7942,22207,2574,14724,16944,915,4906,9640,9708,7105,13331,98346,90281,171148,83620,340778,14591,43257,86020,30034,53352,218411,33063,236592,199099,1951,18870,14347,5437,5833,37496,41354,90130,11453,26432,232876,38013,36706,10283,17949,144,352,4521,133998,109078,3589,12198,20985,57204,50993,985,8600,10798,54534,105240,10119,2613,28777,69199,59868,0
Frontal Sup R.9,37,758,163,503,4081,250,9411,4394,4319,9148,1389,664,6209,2177,3954,8626,175,147903,16417,7828,124184,72701,29299,26153,1428,63483,34723,19968,43832,142411,11188,3100,15340,2058,2588,13519,65546,11761,3324,19767,48993,45837,30057,594,11000,4461,386,96,13783,62226,5493,13680,1620,39006,27687,2747,1545,4606,27595,41883,13373,9309,424,37640,15949,20918,0
Postcentral R.12,49,647,319,857,2643,515,9101,7636,2475,12584,3946,582,4836,5556,8407,4771,186,120955,29621,16107,108405,141300,14098,35052,4046,42478,39963,46702,43078,208563,48411,2385,13686,2265,2829,6024,43566,23959,10703,15354,49443,109206,34702,5390,8640,7451,114,102,5453,123501,18267,5075,4151,25605,39591,13523,657,5884,10940,54840,48611,8701,1574,30112,50928,54497,0
Frontal Sup L.2,20,132,73,117,219,64,1900,978,237,1008,382,32,229,358,336,102,16,16610,1538,1196,34095,16132,431,1167,195,5050,1664,2959,9605,17338,2700,244,531,130,231,281,1064,882,473,1421,2388,4410,1354,308,448,174,4,0,218,3210,594,89,161,803,1049,492,15,138,164,1046,1160,114,35,273,843,568,0
Frontal Mid L.3,13,295,30,48,2090,12,5398,1165,1859,1525,98,55,370,98,78,6162,0,98336,7226,595,71478,29003,16738,7632,20,38653,11559,2617,37542,34175,1501,3590,2269,72,391,8622,7057,1085,68,18360,4910,3718,7815,35,1486,237,8,1,7380,2660,88,798,12,3710,1135,113,52,129,1270,1097,174,113,10,263,131,64,0
Frontal Mid L.4,21,258,109,101,1232,167,3806,2632,903,1436,630,139,407,310,223,3457,86,58418,12527,5314,61879,52798,6801,4564,760,19427,4707,8473,22963,29919,8362,964,3614,625,814,3003,4262,1427,1050,5429,3703,7753,3618,576,1454,929,42,23,1797,2874,1036,425,92,1963,1629,739,114,424,746,1119,830,311,36,486,486,294,0
Frontal Mid L.13,21,461,117,93,3863,222,6525,4421,2914,2851,630,163,811,297,181,15163,159,132284,33650,11129,84875,91093,37426,17128,1024,51298,20449,16993,34739,67366,9579,3631,6760,864,1559,17063,17299,3267,1183,18956,7944,13872,14621,526,3256,1122,55,18,13354,5890,895,1976,129,7283,3690,703,161,397,2736,2472,731,469,27,980,400,208,0
Frontal Mid L.14,20,159,69,121,482,67,2751,1254,431,1247,322,42,218,397,354,939,22,33640,4541,1761,46058,26467,2043,2427,185,10355,2463,3242,17610,24645,3770,832,1082,117,407,1143,1477,1184,519,3687,2732,5751,2405,126,635,308,4,2,736,3951,450,77,162,1060,1261,519,16,166,195,1048,1174,109,97,211,985,606,0
Frontal Mid R.15,21,263,95,115,1886,110,4199,2662,1463,1704,547,88,359,381,292,7504,29,79711,20896,3926,55203,55815,19396,8885,427,29446,5461,8785,24751,42401,9527,2990,2768,350,751,8524,5111,1592,869,12361,3301,9726,7741,492,1182,648,13,9,6182,3970,855,423,141,2641,1671,739,54,271,594,1149,1243,238,55,415,691,444,0
Parietal Sup L.4,57,966,664,932,4926,2440,9028,24501,5037,16399,10868,725,5873,7464,8488,11858,3326,127092,134531,142627,94820,455638,32364,53896,33829,51905,74333,170719,37825,333829,245950,2794,16215,8740,3106,20119,59961,39651,44190,19097,25632,231623,44826,21995,8620,11911,176,109,24268,146265,67348,7091,6608,25061,59404,33484,1190,6693,17043,63789,73842,9582,2628,32924,56939,50821,0
Postcentral R.10,47,811,287,794,4208,203,8399,9214,3260,15204,3741,498,5946,4824,7447,10658,18,120480,44615,7301,93898,161991,22009,55510,1176,39041,77085,54969,34113,213106,60202,2712,12720,1641,2432,9815,64478,27213,4789,12766,33299,135048,44634,6962,8005,6636,204,57,6436,141530,17885,9270,1719,28805,47191,14288,791,4870,16926,64500,42595,7396,1284,35631,41704,45945,0
Frontal Inf Oper L.1,25,388,145,155,2590,301,6379,4297,2121,3303,873,181,675,686,440,8356,201,108371,28085,12452,93471,87652,22477,15637,1616,40926,14242,17446,40535,78554,12603,2465,6920,1006,1012,11628,11830,4669,1908,14433,9084,19477,13453,814,3178,1459,54,19,9601,10311,1268,1097,678,5750,4370,1193,208,716,1781,3188,2712,628,100,819,1470,690,0
Frontal Sup L.5,27,166,198,153,362,519,2413,2522,363,1166,1398,89,225,597,411,435,542,23851,5724,9700,43916,41581,1138,1651,3310,7812,1565,10285,14192,23949,9688,424,1642,828,331,572,1136,1236,3339,2234,2524,7858,1895,1609,727,814,14,9,448,3298,2854,76,329,907,1280,1639,60,281,195,965,1978,142,106,194,1172,672,0
Frontal Sup Medial L.5,22,217,121,110,842,249,2822,2538,695,1095,643,132,330,387,261,1869,199,36203,11147,7651,50743,43596,4732,2129,1161,14216,2529,5708,15005,24037,8272,610,3002,893,504,2553,2189,995,1372,3376,2603,6927,2007,430,1288,846,23,26,1438,2455,955,191,241,1281,1567,674,111,341,356,857,1218,300,45,438,647,373,0
Frontal Mid L.18,39,565,443,298,3200,2031,8816,12356,3294,6372,4170,267,1104,1958,980,8511,4185,125227,67645,81190,110412,250637,26659,27403,18840,56009,30042,84058,60413,167893,55545,4187,9129,3680,3011,15530,17582,14961,16215,28311,12898,61105,30858,6305,5295,3678,36,31,16069,24064,9598,1600,2481,11101,10725,8033,189,1121,3507,6822,9930,826,547,1464,4358,1759,0
Frontal Sup R.6,25,208,148,152,936,247,3223,2638,726,1656,1027,87,262,609,417,2798,87,47610,12983,6396,51997,49313,6010,5357,1327,16476,3970,11136,21297,35124,10467,1006,1997,488,411,2666,2681,2202,2193,4730,2625,10084,4600,1092,918,916,17,6,1573,4641,1923,139,239,1571,1728,1688,46,302,324,1128,2041,170,130,205,1255,675,0
Frontal Sup Medial R.5,22,306,115,116,1932,158,4349,3386,1155,1798,733,116,505,360,289,7086,62,75908,22268,6445,66546,66856,12059,7075,817,24431,7675,10937,28957,38294,12719,1528,3360,457,794,4403,6915,1787,1018,7114,4533,10647,4823,766,1398,917,22,15,2306,3989,1416,949,102,2578,2161,914,61,392,1017,1614,1117,284,64,572,599,440,0
Frontal Sup R.11,16,144,35,85,374,22,1943,620,321,894,122,51,272,180,236,334,1,20469,1553,543,34452,10680,1130,1335,50,6374,2041,974,9833,14391,1217,369,1061,90,148,590,1798,493,127,1714,2527,2569,1403,26,495,233,15,0,357,2541,141,185,55,936,800,114,39,156,245,1034,477,183,11,384,411,407,0
Precuneus L.1,40,793,410,370,4858,1688,13508,15018,5542,9337,4103,468,2818,2310,1779,13100,3260,196102,86000,84639,125639,349650,44779,39291,15530,75239,48028,92183,90464,258541,69667,5374,17219,6698,3873,18576,42161,18154,15554,54717,34854,94484,46314,5283,10316,5174,202,94,28823,47822,12827,4819,2802,29165,22842,7509,1035,2231,15544,19972,15012,2278,209,8200,7816,5588,0
Precuneus L.2,39,837,323,418,4667,1011,13363,12670,6008,11396,3238,391,3479,2442,2448,10598,1436,193064,64107,54619,116786,302672,37425,45960,8774,72983,67241,76204,84709,262296,58533,4797,13029,3733,3638,17001,48267,21817,10495,52050,35362,96831,56070,3457,11295,4875,95,12,33518,70621,11516,5106,2609,37232,26743,6208,842,2443,19109,29827,17238,2355,259,12017,10831,9428,0
Parietal Sup L.6,41,824,445,375,4998,1603,12073,16591,5163,9975,5073,407,2790,2400,1584,12829,2128,175145,92888,81306,121352,364128,37673,42767,16317,74058,58630,121373,75853,237139,89543,5056,14008,4485,4805,18555,42537,22943,17628,47240,29531,103937,45880,10435,9966,6528,124,30,26934,43440,15448,5801,2140,26427,24797,10839,659,2016,12891,18691,15122,1732,553,7030,6509,4151,0
Precuneus L.5,42,947,361,500,5030,1092,11389,14702,6508,13247,4022,626,4813,3120,3246,11834,1354,163036,67914,59478,103786,296722,33878,50645,10148,66760,82448,90275,58312,260076,73749,4113,17118,5703,4122,18918,59899,23914,13694,35032,32164,131566,58572,5005,14900,7590,153,104,32789,86835,15838,7279,3182,43272,38082,9129,1837,4183,28066,39795,23382,5062,491,19874,15727,13980,0
Parietal Sup L.8,66,952,1184,961,3691,7979,9026,32251,4530,16459,21291,821,5764,9257,7233,6511,23854,93913,121400,297044,79349,491468,20324,43295,135431,33168,62124,329226,40060,315497,280956,2690,18581,17701,4922,9983,47224,50494,120787,17311,24557,320096,53197,64622,12456,17566,209,127,14527,124894,118579,6957,15612,35366,61988,60148,1163,6336,24918,55461,94376,7518,2505,29861,48250,36556,0
Frontal Inf Tri L.8,27,380,190,161,2249,532,6918,5030,1704,3114,1204,227,641,746,443,6286,669,112152,28940,19645,106414,110504,14381,13121,3042,37761,11792,21469,51948,76321,15562,2459,8466,1686,1393,6660,9822,4785,3279,13696,9875,19382,10055,1042,3822,1960,40,54,4762,9566,1975,949,729,5105,4424,1610,297,826,1668,2895,2941,641,91,765,1486,686,0
Frontal Mid L.12,16,193,56,64,707,65,2800,1248,516,867,220,68,322,149,126,1129,26,37743,4468,1844,44157,25590,2613,1957,212,10808,2993,2575,18560,16019,2455,682,1499,212,578,971,2577,686,263,3359,2577,3467,1638,83,775,320,4,4,647,1561,287,337,54,1254,957,178,35,145,491,664,361,182,16,437,185,155,0
Frontal Sup R.2,16,132,32,88,291,11,1703,513,289,913,114,24,253,187,248,239,0,16554,1025,255,28585,8170,774,1285,13,5575,1992,1011,7552,13950,958,244,376,33,93,518,1527,609,81,1363,2251,2468,1504,48,402,93,1,0,312,2705,120,134,36,945,767,129,10,72,225,1033,484,116,17,379,474,418,0
Frontal Mid R.13,14,175,34,57,867,25,2300,782,624,867,120,36,277,93,126,2759,4,35643,4590,754,36205,14524,5070,2916,65,11876,3198,1717,12889,14951,1171,689,823,59,237,2309,2715,433,121,2848,1992,2427,2485,17,512,110,2,0,1220,1906,190,217,8,1319,578,64,25,84,450,694,182,140,5,383,183,162,0
Frontal Sup L.7,15,123,43,62,252,28,1135,624,307,580,164,21,238,147,116,182,6,8445,1042,485,17945,7496,657,810,72,3475,1124,1153,3520,7807,1092,249,280,44,67,564,1090,437,136,865,1379,2097,962,73,201,104,1,0,366,1093,187,199,32,754,776,190,3,46,446,520,319,58,21,307,215,114,0
Frontal Sup Medial L.3,16,134,58,62,283,59,1075,1037,400,567,238,18,185,159,104,235,19,7309,2217,1676,15807,12516,911,894,196,3945,1092,1915,2988,8355,2309,255,214,41,51,807,743,336,226,1040,928,2916,1180,153,177,96,0,0,713,928,267,117,73,605,568,246,6,49,345,412,345,48,11,175,198,86,0
Frontal Sup R.7,15,130,41,64,262,22,1365,663,339,637,162,24,236,143,128,215,2,11332,1136,494,20350,9427,726,852,66,4608,1313,1297,4548,9056,1298,295,404,42,111,536,1163,439,98,1218,1459,2142,1129,72,281,128,3,5,423,1286,210,133,26,905,713,190,8,45,404,591,318,57,22,318,218,143,0
Postcentral L.5,37,831,250,416,4584,417,9854,8899,5923,8927,2905,440,5605,1689,2759,10255,237,141993,41409,18035,129104,161488,37367,30979,2970,78340,44105,51293,42377,157929,39405,4015,11684,3078,4016,23300,61174,12195,5770,25799,39141,74490,36272,5821,11595,3252,130,79,23905,51024,13425,11258,1520,45076,23683,2774,1163,2325,33216,34365,12183,5318,132,29530,8327,12886,0
Precentral L.5,32,831,298,198,7210,902,10296,13679,7155,5884,2672,568,2531,890,496,26358,835,194293,106600,53842,109160,271280,81128,30936,7594,89115,39496,67622,49149,176522,54811,5245,23238,5688,4988,36958,50425,8070,7156,41732,18455,59895,32993,5122,12695,5846,270,57,42415,13475,5650,8310,474,28040,15409,3622,1619,1843,17966,8107,3306,2329,160,4559,1368,673,0
Precentral L.7,29,488,237,169,3271,785,8500,7423,3156,3773,1597,290,944,850,422,10355,1132,138030,47068,33539,110044,163786,30120,17224,5129,61159,17472,31711,58697,110991,23941,3932,11102,2668,2584,16165,15704,6574,4690,27288,12169,29439,19038,1620,5358,2626,100,42,14828,9958,2491,2189,934,8960,6929,2309,374,962,3559,3323,3313,924,121,1148,1440,572,0
Frontal Mid R.3,9,305,12,24,3270,5,4930,665,2983,1063,18,31,325,33,28,14617,0,115353,5977,315,57093,16344,40734,7466,6,45392,9334,655,29635,22780,443,4424,1650,32,332,21574,8901,534,7,20256,3192,1417,7440,4,1229,63,12,1,19776,1314,4,1241,11,4979,682,6,36,33,1903,575,42,71,0,201,31,15,0
Frontal Inf Oper R.1,31,525,259,206,3434,864,8170,7952,3179,5008,1891,298,1097,1137,603,10496,1276,130228,50380,36143,105549,164408,29945,23243,5923,58294,29769,42100,53333,124928,25564,3806,10630,2558,2203,16152,18874,9526,5692,26524,11488,38890,24246,2209,5559,2611,58,86,15199,16694,3287,1756,1550,9732,7900,2933,368,1320,3216,5338,5155,1171,211,1644,2237,992,0
Precentral R.6,25,617,163,137,4348,303,8833,7544,5698,3888,1176,128,1560,488,333,12324,73,140881,51586,19888,111237,166789,44906,17253,2084,76439,21244,28393,51883,118971,25954,5138,5577,796,3471,30231,22359,4673,2003,35711,13963,28615,26218,1667,4752,1184,23,4,37015,8908,2156,4737,203,17622,7881,1336,146,329,12095,5046,1890,424,58,2581,720,460,0
Precentral R.8,14,341,46,45,2816,44,5518,1908,2886,1525,165,57,443,90,65,9512,14,106273,14567,2091,72005,44438,30278,8733,124,48608,9870,4903,34230,40724,2899,3864,2613,126,751,16576,9042,1174,159,21191,4902,4488,10624,87,1804,266,3,3,17606,2302,162,1230,21,4755,1287,112,42,106,2132,1021,191,112,3,333,75,53,0
Precentral R.14,43,575,587,316,2862,3596,8711,14870,3190,6390,5517,291,1154,2245,983,6436,11361,115217,71346,129862,112837,293689,23236,24980,34296,55878,27655,105083,59048,178742,63309,3753,9011,5036,3392,14935,15778,15568,26025,27533,12297,70717,30271,8651,5619,3966,30,50,15225,23238,11849,1374,3779,10026,11649,9198,243,1263,3255,6664,11491,991,486,1551,4558,1716,0
Parietal Sup L.3,56,877,690,850,3373,2877,9263,19726,4201,15225,10684,823,5819,7261,6898,6042,5099,103517,71144,106733,93082,330076,17792,43515,38031,41391,63983,160058,41838,264753,144806,2465,17721,10474,4504,10322,44588,42032,45843,16717,32815,229397,50172,22873,12838,11567,151,234,12291,121771,55381,7070,10180,32816,56874,33786,1412,8122,24262,56546,73297,8874,1656,31691,43830,37314,0
Postcentral L.10,59,871,772,939,3421,3091,8325,21393,3702,16627,13259,588,5661,8213,7946,6086,4689,94723,81839,113513,82423,339556,17120,46295,44002,32303,70826,203632,34664,263988,178602,2401,13147,7772,3922,8024,46216,50448,56255,13709,24889,251999,50133,35282,9391,11760,194,57,9750,140268,75862,7095,10081,29379,60122,43752,701,5418,20080,62066,85772,6365,2432,31205,52327,44672,0
Precentral L.8,3,90,2,1,826,0,1780,94,990,42,1,0,22,0,0,2845,0,37229,831,0,19669,2114,9582,204,0,19996,354,42,11657,1531,4,1945,0,0,9,5854,489,0,0,11071,311,22,220,0,83,0,0,0,6573,0,0,64,0,435,0,0,0,0,167,0,0,0,0,0,0,0,0
Precuneus R.5,52,950,661,665,3877,3206,11252,22122,6040,14540,9105,722,5172,5222,4567,6980,7090,131113,81978,145134,105544,416550,23369,46761,39649,59100,70239,173435,58201,310281,140109,3306,15966,11240,5005,16171,46892,34944,42508,29720,31877,201164,61085,16334,15252,10348,165,133,27125,101809,42022,5579,6928,42696,50162,22694,2012,5308,29584,45524,45041,6178,969,23302,26620,20870,0
Frontal Mid R.11,27,588,246,105,4130,973,8208,9916,5358,2914,1440,264,965,351,161,12616,1835,136482,65173,52748,98191,207870,44761,13871,6193,80084,15385,37068,45015,125163,27904,4583,10066,3089,3505,33535,15712,3141,3415,29561,8536,23582,18704,1764,6366,1958,87,52,36461,4488,1832,2528,211,11846,3854,926,574,562,7314,2335,940,481,16,888,290,128,0
Frontal Mid L.10,26,451,232,93,2463,923,7341,7519,3107,2284,1248,182,554,303,126,5631,1732,107456,38371,41351,89184,169051,21697,9862,5641,54178,10964,28677,47501,86283,19159,3562,6196,1980,2515,15693,7664,2545,2808,24173,6707,15156,12701,1361,3556,1487,28,33,18816,3386,1356,916,211,6007,2356,756,124,357,2268,1411,782,216,15,356,196,92,0
Frontal Mid R.4,27,361,208,143,1658,556,5356,5093,1258,2725,1459,135,649,614,296,3781,586,80113,21702,18082,79385,101031,8216,10022,3499,25872,12613,24563,37157,58025,17062,1626,3438,1217,1133,3709,7670,5134,3502,8513,6894,17977,8037,2085,1817,1220,24,7,2300,6057,2297,792,500,3604,4116,1882,98,381,1400,2081,2019,371,91,798,784,305,0
Frontal Mid R.14,44,582,634,312,2767,4097,8126,15863,2962,6187,6113,332,1156,2111,923,6833,13475,108371,71899,145457,111900,294317,22333,23343,41107,52078,27220,113153,54997,168668,69972,3226,9713,6544,3036,13424,14808,14195,28586,22403,11447,69221,26629,10821,5505,4569,64,62,12568,21765,13247,1337,3277,9268,10749,8966,296,1306,3348,6628,10290,830,424,1466,3963,1595,0
Parietal Inf L.3,56,948,775,765,4227,3935,9943,23876,5166,15448,12118,525,5883,5809,5858,8519,8094,122269,97501,165267,99788,410938,25367,49064,58192,47260,71197,214104,43741,302459,167432,3386,13393,7953,3715,14953,57303,36742,52742,20317,29800,228081,57000,26640,10471,9008,203,77,17672,118565,67925,9191,7053,38656,53878,28013,728,4219,27098,58340,54025,5098,1301,30166,32348,30957,0
Parietal Inf L.6,49,760,704,472,3691,4149,12090,19784,4540,10206,8458,560,2685,3725,2092,7662,11576,145381,92800,155939,128035,408422,26961,33942,48145,63058,43021,164652,82197,273898,110236,4379,17479,10398,4179,13071,32568,31567,41834,45030,34623,126220,49151,17852,9521,7977,99,128,24301,48715,26117,3230,6426,25238,29242,17120,1064,2891,11848,18615,25111,2983,875,7358,11138,5682,0
SupraMarginal R.2,47,938,630,451,4835,3593,13001,22399,6639,11471,7382,610,4029,2807,2433,11233,9679,180133,102592,172139,121024,464416,36936,41808,42577,75278,59176,172702,67405,302648,115066,4717,18974,10100,4751,18626,53912,22267,30192,46692,37431,135260,59131,12520,12995,8406,186,108,35145,63883,29838,5369,4030,42321,29805,10109,1358,3215,22733,30961,19458,3676,442,14762,10162,9358,0
Parietal Sup R.2,27,593,150,201,4091,282,11206,5762,3951,5548,1042,193,1861,820,781,14244,173,177784,35552,14187,132942,146209,38368,25250,1614,73272,31686,25696,80729,141470,16482,5192,7261,1286,1436,14975,31379,7044,2256,42082,27295,32899,26948,860,4316,1639,77,8,18604,22037,2337,4500,592,18441,9679,1468,324,664,8678,10057,3881,917,96,4811,2283,1990,0
Parietal Sup R.3,41,808,366,454,3987,1167,13589,13499,6002,11879,4063,144,3327,2647,2783,8429,1500,182579,60458,61700,125867,334842,31125,45337,11534,77195,66555,96337,86546,291342,69048,5166,5258,1469,1794,16907,42365,23490,12837,53438,35681,103920,61033,5382,7138,2157,7,1,34209,78516,16448,4019,2441,37015,25239,7697,112,870,18780,32337,19386,905,365,11927,12400,11280,0
Parietal Sup R.5,43,936,353,550,4760,836,11250,14159,6454,13789,4283,521,5161,3399,3823,10543,788,151317,60997,44593,105250,286996,31752,51382,7787,67142,82681,85555,55541,277208,82365,4027,13657,3995,2959,20845,60901,26183,11786,33309,33879,138613,57022,7246,11872,6698,290,61,31822,98900,18171,8054,2928,43069,39713,10676,1357,3850,29627,44058,27325,5046,445,22705,18804,17454,0
Postcentral R.7,53,747,464,914,3026,854,8129,11720,2761,15378,7124,551,5322,6854,8594,5995,456,101233,43693,25770,89620,196988,14358,47566,8663,33292,66595,97939,34679,226384,84064,2152,11404,3547,2709,6794,47108,40045,18651,12134,30755,167192,43390,15374,8083,8996,108,60,5404,146674,39219,5426,4899,25675,51912,27375,585,5626,13394,61494,67669,7492,2262,31951,55108,53149,0
Parietal Inf R.4,41,678,437,383,3596,1746,11316,13067,3835,8975,4562,329,2210,2681,1671,8354,3042,145067,65816,68707,132722,286618,25615,35229,16134,62222,42349,95673,79845,215765,62761,4343,10738,4097,2835,11635,29794,24407,17868,40294,31003,88632,41935,8028,6141,4443,41,52,18351,43007,12388,3004,4044,20757,21715,9568,289,1672,9024,15468,16940,1700,580,5608,8271,4407,0
Parietal Inf R.5,62,962,1045,846,4094,6646,10291,30706,5412,15272,17545,834,5518,7672,5957,8610,19127,113211,131350,265443,89827,494638,24261,43734,104205,46991,58084,282555,46161,344151,253172,3309,20651,17039,5385,15398,45300,42300,93008,22966,33106,286315,55100,52207,14039,15959,292,183,20831,111711,90179,7129,14188,40047,53620,43239,1598,6554,28585,47939,74886,6672,1555,26769,37303,27948,0
Parietal Sup R.7,58,1388,921,732,7389,4858,14329,45063,11130,15459,16343,833,8464,4316,5339,16162,8971,197925,241675,319589,145238,974317,58850,52554,79911,120036,82902,315942,52232,550185,453949,5366,21434,19599,4173,48438,77961,25933,67328,39841,53523,333020,59372,61353,15994,9122,311,115,57250,105671,97454,16551,4156,58848,51573,15301,2311,6025,56630,57359,36011,8391,673,39169,26134,26978,0
Parietal Sup R.8,50,849,665,560,4138,3259,12509,21361,5429,12756,8839,439,3303,4465,3037,8798,6968,153221,101990,141707,107139,431318,28859,44989,39344,60065,60519,187693,80422,320801,138656,4500,13728,6931,4910,14575,38980,34472,38872,48007,35130,161882,59919,20970,10374,8143,65,87,30243,75556,32876,3816,7741,34569,34287,20785,434,2516,16590,28195,34923,1991,975,10705,16222,10624,0
Frontal Sup L.9,15,127,49,56,334,57,1341,864,373,562,155,25,151,156,87,581,24,13535,2557,1455,19286,12834,1265,973,145,4801,1157,1317,5912,8244,1516,306,419,99,149,664,703,408,212,1342,910,2500,1219,47,301,100,4,2,655,885,106,73,86,648,606,161,12,59,273,344,318,41,21,114,180,65,0
Frontal Sup Medial R.3,19,147,95,76,290,146,1252,1540,429,594,480,31,225,217,126,208,70,8493,2960,3741,18666,18807,873,865,645,4994,721,3429,3546,10299,4151,249,427,130,124,858,825,351,671,1183,1207,4034,1251,448,221,190,1,0,742,940,609,150,95,718,749,459,7,78,398,392,511,83,21,246,246,101,0
Parietal Inf L.1,28,625,198,180,4937,516,8907,8076,3985,5171,1394,263,1551,812,554,17325,527,167555,59125,28285,110834,177460,45457,26290,3226,69518,32666,35499,49682,125339,25882,3844,10415,2007,2386,19699,29633,7023,3692,28844,15782,36867,23541,1362,4852,2386,93,22,19748,17036,2725,5213,648,12184,9820,2017,348,885,7171,6970,3357,1045,95,2647,1768,1058,0
Frontal Mid L.1,9,155,11,25,805,3,2849,294,645,508,19,20,199,30,32,1830,0,46276,1029,88,46778,6390,4437,1867,2,15030,1910,280,17075,10119,240,975,664,8,159,2106,2424,281,6,4058,3163,619,1438,0,421,50,9,1,1307,584,16,373,8,1297,285,13,11,26,550,357,24,42,4,168,30,23,0
Parietal Inf L.9,36,633,386,244,3840,1777,8573,12762,3691,5883,3204,339,1416,1385,774,10817,3911,135193,71816,81822,115163,255002,32357,26092,14845,63238,29980,70632,49795,156422,49835,3202,11325,4907,2661,18095,21986,10879,11776,24644,13613,55216,27369,3853,5583,3576,102,50,18079,20984,7026,3260,1531,11207,10929,4663,315,1301,5198,7534,6674,942,202,2240,2927,1497,0
Frontal Sup L.6,7,82,10,11,244,4,659,177,281,161,14,14,63,10,7,286,0,5878,397,82,8886,2022,929,286,4,2492,536,154,1622,1666,90,177,238,19,30,606,498,63,7,740,316,174,456,0,131,21,4,0,544,116,6,72,1,331,79,4,15,7,129,45,8,18,0,25,3,2,0
