id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
Frontal Sup Medial L.4,14,87,48,43,149,56,624,681,203,284,159,11,72,90,59,99,23,2942,1417,1285,4448,6844,461,177,161,1768,453,961,1361,4031,1467,98,108,41,10,368,201,181,185,579,427,1015,317,51,56,55,2,0,312,398,158,39,17,203,228,113,3,12,75,150,153,21,10,38,91,39,0
Frontal Sup R.10,11,91,28,27,177,24,645,390,216,284,68,15,103,44,29,64,6,3888,665,429,5245,3872,470,337,47,1641,734,675,1234,2739,336,92,171,35,59,346,507,122,70,516,559,702,526,8,121,41,1,0,285,294,53,72,4,379,244,33,4,18,158,147,53,31,7,72,35,14,0
Frontal Sup Medial L.1,11,67,25,30,81,17,407,308,117,214,60,12,62,54,34,26,2,1628,300,290,2512,2708,104,156,29,777,343,406,848,2099,379,19,100,29,8,99,231,73,47,298,250,638,249,23,74,32,0,0,157,243,31,28,23,162,146,29,2,23,30,96,85,18,3,40,38,20,0
Frontal Sup Medial L.2,14,74,48,43,85,52,428,549,147,267,161,13,60,98,53,15,15,1652,628,872,2729,4485,175,206,143,906,292,969,841,2862,1042,33,91,50,12,162,169,129,187,371,250,1153,365,81,79,49,0,0,169,331,122,19,39,155,157,124,3,29,73,124,173,19,7,20,76,34,0
Cingulum Ant L.6,13,62,41,37,74,33,471,367,84,243,146,9,58,60,47,23,2,1868,416,416,3095,3329,96,193,94,689,360,879,1188,2351,585,52,75,28,37,64,183,122,130,331,351,689,252,85,81,37,0,0,82,318,137,27,4,155,127,81,1,13,41,146,99,16,0,27,49,34,0
Frontal Sup Medial R.4,13,75,36,42,93,22,524,427,150,309,124,9,73,82,58,18,4,2044,544,347,3524,3932,193,257,53,1196,548,877,1155,3217,819,78,72,22,21,229,233,182,82,416,379,920,372,61,53,44,0,0,208,441,124,19,16,274,226,108,3,12,71,164,138,15,10,41,79,40,0
Frontal Mid R.16,11,106,33,22,362,27,875,596,261,274,91,29,66,34,13,579,3,8002,1875,629,7897,7230,1229,776,64,2467,643,1040,2043,3651,791,172,473,98,79,548,520,106,66,718,385,776,528,54,197,87,1,0,339,186,45,46,10,300,122,43,28,36,85,62,31,22,2,15,10,2,0
Frontal Mid R.11,11,117,36,19,452,47,1199,752,324,272,75,24,49,33,10,796,23,13150,2662,1404,12128,11246,1684,826,96,4180,818,1047,4400,4703,801,294,487,91,111,746,569,121,80,1186,347,719,590,20,176,76,0,0,450,169,24,49,12,245,120,32,8,26,53,45,32,12,1,9,8,2,0
Frontal Sup Medial R.1,12,65,33,33,79,37,423,380,121,209,75,17,46,69,39,19,19,1657,476,637,2839,3279,166,154,63,766,263,409,918,2326,488,28,131,63,25,140,133,99,91,312,252,723,250,12,98,49,0,0,148,249,44,7,40,119,121,38,7,23,27,95,111,24,6,21,44,27,0
Frontal Sup Medial R.2,13,74,42,36,97,50,415,504,137,224,116,21,59,80,40,25,19,1702,626,868,2802,4157,189,177,128,778,261,651,829,2418,773,23,160,87,17,147,191,88,121,343,258,962,288,37,101,68,0,0,161,232,75,20,47,116,158,80,11,35,51,98,129,25,7,26,46,26,0
SupraMarginal L.1,21,275,115,95,775,234,2746,2805,1155,1371,638,64,598,207,251,559,173,21265,7221,8019,25405,42413,3395,2467,1278,12327,3917,8544,7900,24458,7090,492,1108,407,531,2537,4084,801,866,4690,4095,7799,3952,471,885,385,0,0,3064,3597,1345,499,98,3751,1312,323,85,117,1941,1665,631,243,9,1204,311,480,0
Temporal Sup L.1,37,263,305,361,566,701,2083,4521,523,3361,3259,87,706,2054,1756,548,409,12411,9922,15051,17486,50427,1688,4988,5936,4366,6706,29884,4627,35091,25558,237,1212,831,472,738,3974,5558,8894,1459,4065,30833,5346,5681,959,1067,5,5,557,17363,10444,333,1432,2296,5657,7258,50,475,762,5799,12574,516,385,1389,7721,5311,0
Frontal Inf Tri L.3,14,157,62,29,551,119,1720,1362,517,401,160,48,91,67,18,1094,101,14950,4613,3667,16733,21262,2822,937,319,6630,1183,2165,6465,9152,1818,443,1050,284,203,1398,815,219,219,2269,740,1670,1037,70,373,154,2,3,1094,233,56,58,48,415,240,72,33,59,136,99,92,40,2,22,19,3,0
Temporal Mid L.4,20,238,34,156,707,4,2455,746,784,2192,151,11,781,298,687,617,0,19799,2076,108,20198,11460,2678,4035,3,8772,6858,1661,7037,24507,1391,588,196,11,105,1712,5421,1217,47,3354,5879,5631,5006,56,447,56,0,0,1409,9504,321,889,15,3568,1953,168,7,43,2004,4872,944,83,65,1985,1245,1981,0
SupraMarginal L.3,15,218,51,54,783,54,2343,1283,1010,1021,197,45,329,107,97,1003,12,21007,4111,1867,21137,20384,3869,2322,180,11162,4280,3296,7909,15401,1959,630,997,137,311,2842,3124,660,229,4322,2232,3179,3577,77,723,212,0,0,2998,1830,261,361,11,2601,907,124,21,81,1044,904,207,99,13,351,154,97,0
Temporal Mid L.7,30,261,185,250,580,376,2527,3219,683,2726,1491,74,738,1070,1123,422,257,15901,7162,9628,19687,42606,1725,3930,2474,6627,6131,15308,7010,34362,13002,555,1218,501,298,1080,3896,3319,3553,3208,5569,18482,5467,1335,858,794,6,2,1030,12684,4242,523,623,3191,4320,2342,52,268,1344,5030,5453,397,117,1816,3705,3304,0
Temporal Mid L.9,29,276,178,228,646,338,2499,3257,730,2633,1473,73,846,846,997,571,197,16314,7254,8957,19620,41654,1881,3725,2252,7437,6792,15692,6214,32287,13099,540,1229,478,309,1335,4897,2925,3103,3066,6088,16361,5285,1597,880,755,9,6,1085,11467,4520,646,393,3541,4298,1800,33,250,1447,5357,4040,346,74,2202,2869,2906,0
Temporal Mid L.10,24,254,107,169,708,124,2947,2076,823,2132,783,34,783,416,701,586,34,23090,5297,3282,25587,35952,2695,3686,677,9676,5189,9215,11041,29387,6686,716,563,132,143,1732,5086,1492,1034,4068,6164,9975,4935,688,573,161,0,0,1450,8850,2422,940,80,3639,1985,640,21,152,1949,4418,1723,243,10,2047,1348,1970,0
Occipital Mid L.10,19,160,89,82,367,115,1733,1525,376,831,470,38,224,228,156,308,33,12374,3323,2939,20193,22620,1039,1283,497,4617,1816,4431,7532,12955,4303,270,649,138,280,449,1301,704,631,2114,1697,4079,1321,444,348,291,0,2,587,1531,658,133,83,693,903,466,6,90,288,663,582,75,23,195,290,169,0
Temporal Sup L.6,29,315,175,231,860,316,2417,3390,849,2694,1339,216,1152,1099,900,869,161,17780,8536,7858,19323,40640,2744,4252,1844,7866,8135,13647,5055,28688,12331,296,3371,1158,540,1538,7123,3446,3067,2116,6476,20368,5113,1490,1704,1621,17,29,1076,9992,2910,927,817,4158,6686,2531,220,929,2185,4675,5240,1460,189,3244,3379,2123,0
Temporal Mid L.13,15,205,59,46,576,66,2600,1567,836,651,243,30,296,83,63,563,19,20691,4354,2390,26722,29551,2389,1145,235,10411,2239,3072,12265,14759,3289,476,694,159,162,1448,1777,386,232,5394,2906,3149,1699,183,322,127,2,0,2099,829,273,185,14,1481,617,142,24,25,1025,393,147,60,3,323,66,51,0
Angular L.3,14,145,42,49,357,36,1509,918,390,607,155,19,161,86,87,318,10,11506,2277,1122,15981,14424,999,969,97,4791,1942,1893,4873,9054,1879,293,331,63,101,613,994,293,141,1834,1125,1954,1158,74,229,74,1,1,623,1075,197,92,21,625,386,81,6,25,214,398,180,51,4,151,102,94,0
Frontal Inf Tri L.7,15,145,67,38,378,126,1724,1340,509,444,194,42,81,105,30,293,107,13941,3480,3735,15685,20867,1699,737,348,6799,1050,2093,6657,10546,2141,244,787,251,210,1041,578,338,317,2557,777,2080,1007,76,456,179,3,2,1482,367,91,34,71,385,255,136,54,60,124,112,149,35,17,14,46,7,0
Temporal Sup R.1,21,277,114,96,818,229,2784,2962,1235,1386,621,57,539,237,243,718,189,22343,9008,8450,26608,46698,3899,2552,1160,13287,3557,8491,8507,26772,8176,576,1035,446,297,2984,3469,921,924,4763,3656,8129,4308,466,746,280,1,0,3326,3463,1213,296,122,3575,1297,382,98,111,1917,1593,743,195,8,991,347,431,0
Temporal Sup R.2,28,274,141,237,735,208,2464,2654,714,2792,1072,91,885,898,1098,709,112,17464,6682,5406,19980,33584,2411,4585,1207,7258,7370,11445,6200,32171,10182,491,1570,429,345,1432,5810,3170,2046,2279,5792,15684,5015,761,1132,836,19,13,961,12998,3159,849,292,3687,4902,1738,57,350,1421,5620,4297,488,118,2395,3493,3252,0
Frontal Inf Tri R.2,15,179,72,33,602,138,2138,1680,574,432,227,66,131,68,22,747,102,20227,5476,4541,19434,27586,2496,801,451,7673,1291,2741,8836,10496,2793,440,1351,394,557,1048,1009,213,323,3478,1343,2022,877,144,603,287,8,3,1208,299,111,133,23,547,309,91,55,77,279,99,85,44,5,45,26,4,0
Temporal Mid R.5,23,270,90,163,861,99,2949,2228,984,2130,588,32,759,417,667,895,25,25203,8044,3726,25990,39038,3907,3885,468,11246,5584,7472,10234,30664,8187,804,618,142,161,2379,4970,1387,826,4877,5610,9575,5163,397,582,172,0,0,2066,8607,1629,821,118,3640,2235,479,14,121,1971,4182,1739,190,10,1957,1342,1822,0
Temporal Mid R.8,26,260,133,192,629,228,2746,2557,821,2307,931,61,757,646,795,384,143,19342,5774,6388,22732,39080,2091,3715,1269,9071,5477,10490,8920,31302,8346,696,1070,318,218,1678,4179,2115,1810,3693,5660,13132,5440,692,758,471,2,0,1420,9429,2467,693,324,3500,3075,990,32,248,1840,4463,3106,320,12,1929,1918,2219,0
Temporal Mid R.10,32,258,223,273,550,492,2356,3617,708,2875,1962,57,696,1290,1216,632,355,13735,8238,12096,18287,45201,2040,4108,3640,6414,5963,20031,6092,35758,15535,485,845,428,316,1267,3409,4025,4728,2881,4384,21744,6224,2373,885,572,4,0,1153,13350,5545,382,840,3347,4411,3391,30,286,1275,5022,7253,304,105,1695,4227,3503,0
Temporal Sup R.9,26,318,157,168,932,363,2999,3699,1107,2065,1055,123,970,569,613,806,404,24185,10778,12579,25630,54340,3633,3137,2192,12543,5452,11703,8210,32067,13017,691,2160,785,716,2487,5956,1931,2122,3697,6229,13308,4290,635,1444,852,3,2,1948,6807,2828,975,227,4529,4182,1076,116,359,2506,3915,2461,680,38,2528,1529,1438,0
Temporal Sup R.10,36,243,264,366,472,459,1971,3728,451,3317,2750,77,653,2099,1832,340,131,11387,7396,9121,15343,40976,1116,4466,3406,4176,6725,24052,4235,33408,20785,181,1191,593,335,608,3370,5796,6408,1252,4321,28802,5012,4708,744,941,3,9,453,18345,8473,325,1403,2044,5535,7032,23,442,630,5502,12807,466,528,1220,8430,5579,0
Angular R.5,18,173,80,73,472,109,1779,1654,509,783,376,32,220,201,130,515,35,14496,4750,3376,19224,25061,1781,1284,449,6078,1868,3819,6259,13449,4505,339,486,165,249,940,1337,601,544,2546,1493,4109,1406,250,305,191,1,0,1047,1368,476,152,53,811,824,378,15,53,337,505,470,83,32,192,244,129,0
Rolandic Oper L.1,28,296,177,201,837,323,2390,3496,1118,2612,1348,97,845,937,668,876,163,16741,8928,8671,21974,42463,4023,5043,1941,9355,6799,15585,5938,33663,12160,367,1631,644,360,2387,5724,3298,2868,3153,4239,20121,7121,1693,1193,673,7,2,2623,9028,2823,820,673,4246,4828,2415,93,488,2449,4072,4011,547,219,1691,2405,1264,0
Temporal Sup L.2,26,292,126,199,826,163,2318,2520,862,2670,925,68,987,685,827,706,37,17713,6163,4415,17330,30411,3225,4593,919,7925,8190,11030,5033,27952,7840,342,1170,265,332,1513,7265,2839,1525,2695,5366,14489,5732,830,1171,624,4,3,1348,10483,2422,900,238,4435,4509,1278,29,229,1926,5656,3245,406,49,2608,2137,2270,0
Temporal Sup L.3,28,260,112,266,659,116,2147,2047,599,3093,748,104,836,1068,1344,629,31,14959,4701,2763,16861,24384,2000,5095,458,5716,8371,7250,4419,30381,6810,282,1801,437,155,969,5701,3199,1211,1890,5738,17275,5411,740,972,767,4,3,737,16374,1437,555,649,2717,4881,1319,103,630,1101,6637,5453,658,101,1890,4797,4279,0
Rolandic Oper L.3,29,273,140,266,659,121,1988,2424,739,3256,1088,88,894,1241,1204,694,19,13195,5420,2648,14997,26768,2125,5261,575,6177,9385,11069,3711,29471,8713,213,1521,356,229,867,5689,5189,1481,1952,4860,20100,6997,1112,738,889,5,1,1115,15346,2652,515,439,3319,5661,2870,55,428,1739,6440,6032,541,497,2167,4838,3236,0
Postcentral L.7,19,249,93,78,816,130,3130,2369,1107,1091,484,105,406,223,132,937,33,30176,7756,4568,34548,43908,4013,1930,557,15487,3118,6065,14277,24287,6556,722,2205,494,244,3283,2615,819,779,5334,3880,6280,3468,460,956,555,6,0,3179,1821,596,455,55,2415,1367,458,96,274,1114,825,528,248,34,410,258,118,0
Frontal Inf Oper L.2,35,289,371,224,540,1592,2515,5445,925,2359,3131,218,793,1205,617,232,3031,13149,9358,31773,20526,61284,1942,2735,13380,6769,5078,29606,7790,36269,20555,301,2917,2595,679,1140,4018,4263,10974,4159,5363,22157,5538,4689,1836,2047,7,35,2411,6621,6334,353,1086,3971,5796,4272,321,825,1855,2998,5182,1152,251,1456,2208,953,0
Postcentral L.9,23,288,129,124,1001,212,2886,3082,1270,1674,817,108,682,439,303,1321,122,24032,10130,6640,29776,44705,5487,3419,1089,12700,4801,9812,10229,30168,9682,568,2059,741,316,3597,5360,1359,1290,4304,4699,12203,4631,995,1401,588,19,6,3575,3950,1395,778,284,4140,2783,933,139,311,2079,2011,1551,468,46,1080,743,407,0
SupraMarginal L.2,28,310,169,209,906,309,2305,3369,1061,2715,1247,161,982,973,747,1035,165,17051,8601,8151,19838,39818,3744,5366,1822,8595,7631,13911,4988,30993,11097,344,2561,886,430,2119,6600,3377,2799,2624,4692,20034,6785,1281,1523,1257,16,10,2084,9669,2591,955,622,4086,5681,2334,136,744,2671,4650,4368,904,188,2195,2752,1553,0
Temporal Sup L.4,37,257,307,359,483,869,1995,4627,567,3105,2990,104,656,2158,1753,291,942,11166,8686,19442,16134,50078,1335,4056,6893,5344,5250,25080,3962,34420,24442,228,1459,1137,352,883,3231,4461,9815,1492,4038,32691,5240,4244,931,1103,2,10,636,16286,8443,287,2177,2329,5277,6158,84,649,798,4914,13623,549,301,1249,8130,5319,0
Temporal Sup L.5,31,306,190,275,882,357,2066,3680,703,3152,1585,154,1020,1269,1284,1100,190,14986,10355,9390,16495,39386,2918,5337,2390,5900,8584,15797,3505,30756,16145,246,2373,877,465,1226,7361,3970,3659,1413,4873,23234,5000,1620,1318,1549,24,0,726,14770,4342,784,797,3525,6578,2935,96,753,1316,6352,6906,936,115,2563,4670,3841,0
Rolandic Oper L.4,35,355,320,275,1027,952,2030,5822,751,3202,3181,258,1265,1342,1070,929,1023,14742,14852,23445,15211,57114,3202,5150,8396,5089,9228,32777,3199,30326,26387,188,3801,2130,756,878,8997,4649,8517,1594,4825,30606,4858,6002,1580,2869,57,36,841,11419,9208,1390,1063,3784,7750,4456,131,1226,1890,6461,7422,1358,165,3265,3411,2697,0
Temporal Sup L.7,33,255,199,329,509,301,2027,3173,522,3303,1773,102,740,1720,1662,303,68,12185,6333,6418,16771,35967,1335,4442,1953,4920,7794,15830,4135,32205,14900,171,1481,690,246,664,3979,5060,3578,1419,4916,26529,5396,2481,879,962,3,13,551,18008,4624,361,1274,2328,5406,4048,85,670,831,6137,10236,569,327,1469,7162,5169,0
Heschl R.1,26,298,122,203,970,96,2176,2383,879,2661,921,134,1069,798,785,1084,8,18240,6339,2377,15695,26053,4217,5138,411,7198,7551,9860,4370,25424,7805,257,2679,261,307,1242,8248,3335,1122,2532,6201,15359,5632,1051,1004,1099,7,3,1423,9487,2190,1310,232,4164,5019,1849,134,661,2301,5625,3645,826,253,2677,2268,1921,0
Temporal Sup R.3,29,285,169,237,673,290,2283,3178,788,2876,1354,58,905,985,1025,529,149,14923,7043,7769,17000,37797,2302,4290,1810,7453,7941,14929,5066,31532,12051,394,832,365,371,1330,5526,3796,2845,2558,4994,19041,5978,1402,1058,630,3,0,1153,12142,3610,701,479,4014,5122,2147,27,204,1585,5780,5162,267,109,2395,3137,2901,0
Temporal Sup R.4,30,253,149,286,529,196,2160,2480,588,3151,1151,103,750,1282,1431,401,72,13146,4872,4445,16409,29365,1549,4667,950,5682,8039,11088,4730,32218,9575,241,1546,502,289,825,4377,4176,2348,2016,5283,19555,5610,1156,984,1050,10,7,740,16688,2780,290,756,2657,5086,2338,140,581,1052,6265,6841,553,173,1583,5474,4517,0
Temporal Sup R.5,23,285,81,172,881,41,2299,1671,1029,2327,475,152,984,628,627,1006,5,18836,4211,993,17915,19430,3549,4068,133,9886,6863,5101,4903,22829,4270,264,2990,182,331,2189,6870,2599,367,2572,6161,11961,5952,392,1609,646,24,7,1996,8039,824,1097,167,4473,3698,988,129,756,2597,4245,2484,1076,222,2421,1930,1343,0
SupraMarginal R.3,23,303,118,135,1084,178,2632,2999,1293,2021,704,104,719,536,353,1545,81,22553,10218,6406,25562,41844,5747,4430,804,11960,6269,9466,8071,29831,8798,547,2068,605,366,3182,5772,1900,1360,4107,3884,13298,5808,603,1457,663,26,1,3525,5167,1061,867,268,4170,3717,1149,150,298,2188,2525,1859,482,99,1181,1072,499,0
Postcentral R.8,30,323,218,217,955,454,2564,4333,1103,2746,1902,144,1000,938,766,1022,224,18712,11223,12261,26064,55511,4129,5356,3303,9847,7409,20964,6959,34872,17457,404,2405,1033,345,2245,6991,3253,4201,2992,4981,22984,6987,3038,1164,1094,10,13,2178,9946,4984,1113,555,4336,4940,2616,102,748,2573,4804,4010,740,218,2186,2668,1588,0
Temporal Sup R.6,30,299,187,248,741,308,2245,3435,856,2956,1546,136,1004,1220,986,693,125,14970,7585,7618,18549,40326,2304,4846,1872,7457,8069,16044,4717,30342,13296,327,2282,723,458,1437,5645,4454,3410,2262,5482,22693,6701,1879,1150,1137,21,7,1400,11662,3716,893,662,3763,6195,3293,53,699,2141,5342,5928,839,341,2557,3869,2310,0
Temporal Sup R.7,34,253,232,329,496,519,2046,3678,571,3133,2030,89,680,1807,1628,341,422,11825,7111,11972,15910,41453,1375,4371,3458,5393,6097,18252,4284,34038,16917,261,1274,795,274,942,3653,4282,5792,1674,4419,27921,5359,2444,861,900,4,4,676,16752,5210,251,1693,2471,5365,4100,86,554,867,5366,10824,487,247,1355,7155,5031,0
SupraMarginal R.4,17,253,82,54,823,141,2928,2283,1245,943,342,56,355,123,74,808,79,27414,7104,5479,27854,40639,3989,1804,575,16060,3511,5512,10594,20628,4464,697,1127,309,506,3215,2739,610,477,5535,2602,4643,3280,229,915,284,4,0,3737,1162,357,370,31,2750,965,230,46,89,1310,729,237,107,4,343,101,60,0
Temporal Sup R.8,29,307,165,241,864,269,2146,3198,785,2934,1300,147,1085,1048,1037,748,122,16104,8019,6937,16074,34943,2954,4872,1579,6678,8520,13303,4007,28807,11911,257,2379,762,423,1270,7686,3632,2777,1843,5553,19947,5339,1293,1284,1283,14,17,976,12206,3298,971,571,3963,6259,2369,107,670,1809,6175,5284,900,167,2808,3392,2899,0
Rolandic Oper R.4,39,310,421,320,672,1631,1886,6201,689,3041,4393,176,1093,1898,1217,496,2431,11016,12318,33341,14989,56772,1877,3796,15983,5388,6479,38254,3283,32546,30057,228,2328,1982,645,979,5986,5315,15308,1560,4591,35149,5065,8219,1009,1967,11,21,887,11039,12227,829,1718,3361,7760,7653,58,846,1807,5812,10703,1109,466,2853,4645,2898,0
Frontal Inf Orb L.1,12,99,42,24,224,59,1044,708,200,259,99,11,50,45,17,159,33,7946,1525,1513,9457,9984,620,408,132,2611,591,1041,3850,4562,859,153,202,49,57,281,329,130,118,1077,363,803,399,30,110,30,2,0,220,207,45,32,17,164,135,42,3,12,29,60,52,15,2,14,20,4,0
Frontal Inf Tri L.1,14,160,44,47,590,37,1840,988,369,744,165,26,148,87,75,1008,1,19623,3287,1190,20982,16617,1701,2103,136,5478,2531,2443,6578,10645,1816,522,623,73,84,710,1446,468,96,1641,1327,2234,1393,91,356,109,1,0,444,1250,200,210,35,614,262,104,9,74,141,499,179,30,13,93,69,77,0
Frontal Inf Tri L.2,15,193,53,52,870,63,1695,1185,747,991,205,29,234,90,97,1606,26,17896,4681,1894,13274,15883,4761,3262,225,7806,3602,3708,5369,12668,1720,562,617,72,254,2358,2981,477,177,3342,1137,2719,3832,90,374,142,5,0,2103,2036,285,379,25,1382,451,91,7,68,506,906,259,46,8,177,48,131,0
Frontal Inf Orb L.6,15,160,68,37,427,114,1628,1455,657,483,229,39,112,84,28,342,62,12811,3742,3548,14555,20294,1940,797,390,7822,1495,2847,5795,11141,2599,231,772,194,215,1725,812,332,298,2641,884,2074,1352,149,497,177,7,3,2055,343,133,92,42,584,317,137,44,57,309,132,103,47,8,24,36,7,0
Frontal Inf Oper L.3,15,190,63,42,654,86,2049,1467,667,715,235,45,194,91,43,899,35,18337,4637,2666,22222,23302,2852,1702,284,8146,2511,3563,7593,12299,2602,561,976,214,237,1684,1928,595,294,3109,1432,2634,2017,172,548,213,3,0,1316,782,183,140,30,1180,570,141,43,55,449,310,145,82,8,110,52,21,0
Frontal Inf Tri L.5,18,186,82,71,717,124,1759,1545,728,1111,380,45,208,180,132,1050,75,16001,5283,3318,15071,20415,3927,3428,477,7636,2730,5452,5616,15624,3030,577,925,221,277,2409,2230,944,551,3133,1251,4071,4322,266,539,271,3,5,2093,2422,502,311,55,1267,582,285,9,89,455,905,504,67,22,148,159,164,0
Frontal Inf Tri L.6,16,166,76,44,617,147,1836,1461,343,557,264,68,168,95,54,1142,120,18717,4727,3830,21097,22594,1896,1514,526,4833,1246,3089,6035,9301,2355,583,1523,400,142,554,1425,294,334,1597,1529,2550,877,135,401,229,3,6,382,678,240,323,45,515,348,124,48,146,139,323,204,43,5,137,45,42,0
Frontal Mid L.17,10,106,28,17,347,23,1014,549,220,219,65,22,71,25,7,549,6,9396,1652,582,11461,7643,918,457,40,2829,648,747,2669,3271,614,281,399,74,54,435,544,103,53,633,503,640,249,30,173,57,1,0,186,77,21,90,4,275,117,33,10,17,103,55,20,17,0,20,2,1,0
Frontal Inf Tri R.5,14,182,53,38,760,70,1762,1320,854,618,170,62,152,86,38,1249,30,17891,5113,2358,14079,18262,5088,1614,203,9143,2130,2482,5255,12558,2193,430,1250,281,257,2992,1805,425,223,3348,969,2274,2085,81,694,249,17,3,2874,695,112,204,21,928,401,103,139,87,411,241,152,60,14,78,47,15,0
Parietal Inf L.2,8,115,17,11,443,8,1485,458,394,217,34,17,48,10,4,638,0,16147,1571,312,15826,8501,1806,558,12,6511,1019,593,5314,4259,429,322,469,22,119,916,547,66,16,1977,472,359,637,15,176,49,0,0,666,85,10,52,0,307,66,8,12,18,81,36,8,3,0,5,1,0,0
Precentral L.9,20,218,107,83,676,182,3014,2289,720,1075,578,78,311,224,156,959,75,26970,7069,5533,32649,42043,2996,2234,920,9853,2584,7007,14862,22591,6208,746,1695,510,263,1592,2156,712,901,4605,3354,5736,2728,547,833,487,3,1,1458,2067,824,227,53,1685,1149,475,64,153,620,791,574,174,12,304,301,163,0
SupraMarginal R.1,11,151,36,19,555,44,1869,957,505,345,78,23,81,36,7,820,21,19146,3405,1696,21151,17339,2076,821,85,8244,1541,1247,7538,7525,1009,431,551,89,166,1108,798,225,81,2415,828,1109,913,32,221,77,0,0,852,130,18,88,17,428,207,40,14,17,175,62,30,15,2,12,4,0,0
Frontal Inf Oper R.3,20,244,114,76,756,227,2580,2497,837,1185,582,82,395,207,124,941,144,20177,6850,6703,24133,37493,2878,2422,1119,9782,3926,8095,9988,20039,5798,671,1557,516,528,1849,3171,1141,998,4336,3049,5880,3058,527,1025,508,5,4,1710,1918,742,436,47,2366,1591,427,39,149,961,945,472,185,29,420,233,107,0
Temporal Mid R.4,24,266,147,129,612,271,2392,3019,1033,1615,999,62,680,423,331,371,169,15818,6586,7352,20430,39910,2105,2407,1510,10897,4699,11547,6976,25221,9864,516,949,484,127,2194,3402,1648,1833,3897,4764,10971,4394,1236,674,388,4,0,2444,3941,1958,563,162,3389,2599,1050,36,142,2320,2119,1375,269,37,1370,783,513,0
Frontal Inf Orb R.5,21,304,135,75,1287,296,2354,3463,1354,1183,763,94,623,151,120,1907,185,23898,13296,10134,18627,42790,7169,2747,1780,12788,4535,10642,5696,23248,8640,581,1818,592,678,4282,6199,805,999,3764,2920,8407,3276,958,1178,584,3,8,3587,1793,1106,1041,29,3556,1407,352,82,200,2523,1106,322,213,12,900,118,124,0
Temporal Mid R.11,14,205,44,47,647,31,2826,1267,943,716,181,13,328,73,79,764,0,25144,3969,1350,26388,26914,3158,1370,108,12347,2354,2558,14088,15389,2502,495,359,40,73,2023,2236,278,117,6078,3024,2859,1940,114,308,63,1,0,2631,1181,241,301,8,1954,530,108,3,11,1247,532,146,36,3,462,71,85,0
Temporal Mid L.8,15,149,55,50,324,59,1398,1074,481,626,204,25,168,130,62,200,12,8688,2232,1664,12236,14553,1078,873,173,5223,1815,2397,5082,9417,2016,199,432,84,88,838,977,477,285,2172,1179,2526,1508,111,296,124,0,0,1225,790,156,88,29,892,631,189,5,37,274,322,242,62,26,111,111,31,0
Occipital Mid L.4,15,269,55,50,1227,53,3187,1759,1908,993,221,55,452,114,67,1836,13,32828,7422,2241,24237,30155,10235,2743,150,21158,3172,4014,12964,22476,3194,1023,1345,185,410,7487,4631,613,259,9451,3533,4197,4477,156,1332,196,13,0,8074,1179,209,739,25,4433,1254,185,83,88,2396,787,213,186,10,479,99,46,0
Temporal Mid L.5,7,118,12,9,408,5,1638,381,758,173,19,14,63,7,4,378,0,15621,1154,257,14875,7666,2580,363,6,11184,478,330,7780,4933,250,491,294,12,92,2456,559,16,8,4973,666,323,844,4,210,29,4,0,3110,75,6,72,0,618,45,4,15,11,221,45,6,10,0,19,0,1,0
Temporal Mid R.13,17,307,86,50,1376,145,3369,2855,2036,1005,372,81,445,111,52,1753,77,34090,11467,6373,29487,51774,11504,2993,594,22182,3593,6735,13185,28473,5902,919,2019,473,555,7513,4329,717,503,9793,2793,5683,4972,340,1387,364,12,6,8173,844,339,873,31,3559,1186,234,124,115,2359,637,169,166,12,360,52,29,0
Angular L.1,17,137,59,77,308,57,1496,1025,316,779,250,28,166,214,159,250,12,12001,2423,1451,16301,14786,976,1138,164,4433,1680,2381,4640,11297,2486,265,448,89,193,475,926,552,352,1343,1362,3339,1130,135,309,174,1,0,466,1785,266,85,70,634,715,285,6,57,179,524,560,77,19,120,334,183,0
Cuneus L.1,19,134,82,89,243,139,1672,1181,381,917,337,38,119,303,190,152,103,10458,2095,2824,19421,17842,821,1322,460,4503,1944,3382,8259,15382,2501,330,432,210,244,528,655,989,668,2836,1097,4145,2113,135,371,260,4,2,771,2257,336,31,224,589,694,372,39,100,121,505,844,36,28,64,482,224,0
Occipital Mid L.6,20,150,94,96,364,112,1444,1445,301,889,523,52,206,310,195,361,38,11143,3397,2436,17588,18954,1036,1442,431,3941,1566,4574,5102,12459,4312,229,779,217,176,486,1221,738,788,1103,1212,4811,1254,500,294,387,3,7,340,1980,735,130,102,619,905,704,23,131,234,585,840,110,44,175,456,207,0
