id,role_0,role_1,role_2,role_3,role_4,role_5,role_6,role_7,role_8,role_9,role_10,role_11,role_12,role_13,role_14,role_15,role_16,role_17,role_18,role_19,role_20,role_21,role_22,role_23,role_24,role_25,role_26,role_27,role_28,role_29,role_30,role_31,role_32,role_33,role_34,role_35,role_36,role_37,role_38,role_39,role_40,role_41,role_42,role_43,role_44,role_45,role_46,role_47,role_48,role_49,role_50,role_51,role_52,role_53,role_54,role_55,role_56,role_57,role_58,role_59,role_60,role_61,role_62,role_63,role_64,role_65,role_66
Precuneus L.9,15,103,53,52,183,65,890,675,217,509,179,21,108,136,75,141,30,5219,1101,1167,8904,7627,412,738,169,2420,1062,1656,2324,5728,1026,98,288,74,56,286,484,432,272,710,729,1700,862,60,187,98,1,0,301,852,148,43,50,425,417,165,3,36,118,257,252,46,19,83,150,50,0
Temporal Mid L.6,16,90,72,48,157,113,482,755,123,349,270,40,83,129,48,104,54,2335,1204,1642,2643,5706,318,417,406,784,520,1664,618,2816,1371,47,439,193,61,131,358,318,375,251,325,1493,334,175,161,197,0,0,66,374,193,44,66,199,308,228,28,94,60,136,213,14,20,44,71,19,0
Temporal Mid L.12,12,82,40,26,162,46,495,500,133,244,108,23,56,46,20,108,15,2706,878,786,2781,4261,378,338,116,976,521,894,729,2222,625,76,312,92,40,154,319,158,107,280,225,662,268,47,148,73,0,0,106,197,57,23,15,191,144,56,11,27,41,77,55,23,0,19,20,7,0
Temporal Sup R.2,11,93,23,32,250,9,643,367,174,329,67,11,106,46,43,283,1,4352,915,193,4199,3795,650,544,12,1130,678,634,1200,3063,495,110,169,22,32,269,704,120,38,393,479,774,424,25,92,39,0,0,184,448,63,109,6,300,181,42,7,12,137,217,63,23,2,84,47,31,0
Parietal Inf R.3,13,115,44,34,291,56,1006,716,201,378,121,33,110,74,35,325,26,7126,1691,1232,8413,9148,632,620,139,2311,1031,1213,2390,4482,949,153,488,130,73,268,692,264,132,752,727,1257,505,57,179,81,3,0,164,388,66,72,46,343,306,54,18,62,112,173,134,52,1,64,45,15,0
SupraMarginal R.4,8,77,19,9,183,14,685,352,161,115,32,7,29,8,2,140,2,4775,818,378,4849,4572,451,195,22,1622,380,393,1539,1710,283,119,117,16,51,191,178,30,17,578,182,203,174,11,69,19,0,0,164,20,7,13,1,122,48,8,2,1,40,11,1,5,0,3,1,0,0
Occipital Mid R.6,11,146,27,28,472,21,1606,629,498,459,71,37,149,38,35,591,5,14945,1604,658,15433,9922,1771,1051,41,6465,1647,999,7172,7084,768,367,658,78,232,1011,1402,216,63,2494,1112,891,1018,14,495,140,4,1,941,610,64,111,3,842,282,29,28,33,310,245,54,55,0,113,33,24,0
Temporal Sup R.9,12,89,39,27,150,38,863,584,189,249,115,5,68,46,21,75,13,5085,934,856,6883,7586,377,338,91,1995,468,1012,2188,3677,889,97,92,22,44,214,291,141,99,697,489,809,304,62,95,14,0,0,215,197,73,22,9,274,143,65,0,5,87,79,58,7,3,38,15,7,0
Fusiform L.1,8,58,16,12,128,9,364,237,87,103,27,6,27,15,5,97,2,2166,498,186,2842,2171,262,159,8,642,202,212,807,1033,219,58,127,12,32,93,93,31,18,223,119,239,103,9,33,12,0,0,60,41,6,30,3,69,46,8,0,7,23,20,13,0,0,4,3,0,0
Temporal Inf L.6,6,36,7,8,70,3,298,83,39,57,5,2,18,9,3,45,0,1639,162,49,2241,900,126,77,2,311,83,39,737,578,24,68,23,3,19,34,74,7,2,168,109,95,42,0,13,1,0,0,15,21,0,13,3,38,31,1,0,1,5,10,5,2,0,4,2,0,0
Temporal Inf L.8,12,73,40,26,138,40,402,454,120,177,115,29,57,50,15,71,11,2080,771,592,2549,3253,320,223,96,881,216,670,518,1641,645,46,331,104,101,135,181,84,108,198,248,690,212,64,150,95,0,0,94,85,53,56,16,137,118,83,29,51,51,52,46,9,1,22,16,1,0
Temporal Inf L.11,12,69,43,23,122,58,419,453,101,168,111,24,45,34,17,64,28,2166,676,824,2361,3528,222,198,151,727,200,721,580,1714,556,77,269,111,62,129,226,70,101,231,211,455,176,45,138,71,0,0,69,132,65,28,7,112,93,41,13,26,28,63,38,15,0,13,13,6,0
Fusiform L.7,10,50,27,18,85,23,387,273,61,121,58,6,22,31,8,59,4,1873,474,331,3024,2638,144,153,42,457,131,393,964,1234,316,72,73,19,26,42,77,60,53,214,158,312,130,19,42,13,0,0,35,56,16,13,8,56,48,35,4,9,8,22,22,4,2,3,9,0,0
ParaHippocampal R.1,14,78,55,36,131,85,529,607,105,251,162,20,58,81,36,84,50,2755,1000,1356,3609,5495,218,330,242,820,306,1103,1117,2522,870,104,234,99,58,118,214,122,200,239,307,1003,258,73,99,76,1,0,54,255,101,15,51,158,162,87,7,32,44,83,129,20,1,36,51,16,0
Fusiform R.10,13,81,42,36,180,51,511,536,111,274,116,15,66,77,42,178,18,3094,1178,918,3605,4837,355,406,145,792,334,868,1036,2447,772,106,207,62,60,156,366,118,93,234,293,1049,286,44,94,38,0,0,46,349,82,40,55,150,149,66,4,34,46,112,130,17,1,43,58,23,0
Fusiform L.2,16,220,38,82,705,20,2642,866,1252,1234,166,35,565,140,234,601,0,20659,2653,599,21206,12562,4311,2626,39,15186,2685,2316,11654,18960,1451,797,631,60,99,4073,3618,537,167,7149,5115,3208,5100,56,719,93,0,0,4686,3343,352,633,15,4286,1096,99,38,88,2302,1941,268,217,21,1072,395,408,0
Thalamus L.1,8,85,14,14,215,2,1067,255,447,142,31,3,96,16,7,115,0,7743,604,39,12605,3706,961,227,1,6380,266,258,5373,3212,224,288,50,0,18,1095,270,44,8,3007,957,384,510,11,33,10,0,0,1470,46,13,180,0,400,134,22,1,1,439,52,10,6,0,53,4,1,0
Thalamus L.2,7,31,14,7,61,9,288,115,31,47,19,3,9,5,2,62,1,1471,207,98,3126,1167,91,81,12,216,35,130,1237,567,69,16,41,7,15,8,33,4,8,189,106,54,41,3,11,6,0,0,18,15,5,9,0,19,15,4,0,1,3,7,1,0,0,0,1,0,0
Fusiform L.3,13,220,22,56,766,9,2477,617,1374,889,60,60,507,95,122,798,1,20713,1837,321,20919,8765,4603,1744,10,16707,2458,803,10740,13291,794,753,1143,51,223,4527,3780,335,51,6807,3853,2109,3448,6,1096,92,3,4,5356,1773,61,532,15,4093,932,50,122,114,2207,1036,171,314,8,795,190,152,0
Hippocampus L.2,4,24,1,5,48,0,220,12,22,44,0,0,8,2,2,48,0,1243,19,0,2488,144,67,69,0,180,80,0,917,383,0,12,0,0,4,4,38,4,0,155,70,16,32,0,5,0,0,0,11,20,0,9,0,18,8,0,0,0,2,8,0,0,0,0,1,0,0
Lingual L.3,26,291,123,202,897,166,3163,2539,1500,2680,852,80,948,750,832,695,64,24208,7293,4719,18785,32919,5349,5373,877,13685,4556,10781,12189,39745,7500,888,2077,320,264,4338,5952,2211,1511,7498,8674,15875,10571,568,1479,523,3,0,4815,10994,2180,1242,297,6758,4044,1426,117,353,3239,5490,3156,542,134,2439,2574,2163,0
Precuneus L.6,19,241,62,109,732,68,3049,1379,1293,1477,279,73,668,292,330,614,20,23368,3942,2003,22662,20685,4135,2949,233,15886,2748,3646,14159,25009,2484,838,1697,216,214,3842,3897,782,392,7817,6842,6357,5698,101,1159,266,3,1,4373,4307,466,664,150,4912,1898,264,102,236,2413,2208,884,393,24,1489,719,623,0
ParaHippocampal R.3,13,90,56,22,190,104,584,791,146,143,135,22,51,34,13,181,86,3240,1607,2172,5456,7972,324,149,276,1456,185,792,1933,2287,1066,68,290,138,53,140,205,62,131,693,163,661,130,55,84,58,1,1,202,81,70,48,13,81,73,38,3,19,32,30,30,9,4,20,9,3,0
Temporal Inf L.7,10,73,26,19,151,22,376,335,136,156,53,29,54,36,9,87,4,2077,588,353,2356,2463,358,186,41,995,275,305,412,1397,324,51,339,68,49,204,235,85,42,220,195,512,217,15,160,74,0,0,100,69,14,53,14,126,116,36,26,48,60,38,31,14,4,13,9,0,0
Temporal Inf L.9,5,41,6,4,94,1,323,86,72,40,6,6,13,3,0,60,0,2181,171,14,2985,918,248,55,0,720,103,51,1025,470,41,46,88,6,23,83,79,10,2,194,67,48,53,1,23,6,1,0,44,0,0,5,0,41,11,2,6,2,11,0,0,4,0,0,0,0,0
Temporal Inf L.4,13,83,52,26,136,74,586,589,141,225,152,34,57,46,14,75,32,2807,845,1084,4532,5554,270,241,213,1143,390,1166,1908,2533,795,87,390,149,77,171,253,130,180,404,295,683,310,89,179,115,0,1,117,142,63,26,6,182,148,71,12,50,44,51,47,21,1,13,11,2,0
Temporal Inf L.10,7,49,7,14,95,0,315,84,72,132,9,4,35,17,9,53,0,1718,131,0,1800,724,181,176,0,563,261,57,496,934,46,56,61,0,18,98,178,64,0,182,155,180,164,1,51,5,0,0,42,90,2,24,0,99,57,7,0,7,21,36,12,6,3,13,9,1,0
Temporal Inf R.5,14,78,47,44,149,49,442,481,97,335,155,27,72,107,53,98,8,2235,795,629,3335,3732,272,491,149,642,465,1085,789,2489,729,78,312,82,46,109,383,239,155,204,271,1175,354,78,129,120,1,0,38,455,106,34,54,165,220,136,11,65,35,130,195,24,10,47,79,31,0
Temporal Inf R.6,14,72,44,47,120,45,438,422,87,356,141,21,58,111,67,61,10,2040,623,545,3158,3367,199,495,137,608,532,970,787,2619,627,77,227,69,45,101,263,270,128,202,257,1122,383,53,127,87,0,0,35,603,119,25,53,134,184,119,7,57,24,167,214,6,13,27,108,47,0
Temporal Inf L.1,5,27,7,3,43,3,155,78,36,20,5,2,3,2,0,25,0,702,122,47,943,616,82,21,2,255,25,32,224,219,33,33,24,4,9,36,12,3,2,87,8,23,18,0,9,2,0,0,20,0,0,0,0,12,3,1,0,0,1,0,0,0,0,0,0,0,0
Temporal Inf L.2,13,88,46,32,182,49,533,565,123,295,149,29,69,61,27,137,18,2822,1029,798,3644,4930,394,410,121,829,574,1240,1331,2466,855,66,340,94,56,127,412,172,155,283,293,814,301,104,180,141,0,0,86,262,94,39,21,191,226,77,15,42,46,104,86,24,3,21,27,9,0
Temporal Inf L.5,8,53,11,17,92,5,359,124,78,161,15,6,37,21,15,53,1,1854,157,74,1984,1027,160,205,2,639,338,126,531,1235,73,84,65,8,17,72,203,72,12,203,212,187,163,0,71,15,0,0,58,155,5,22,5,109,76,6,2,5,24,64,20,8,0,12,13,6,0
Temporal Inf R.9,13,84,39,39,173,38,408,476,112,340,116,27,69,83,49,124,11,2117,880,639,2500,3468,323,504,88,681,623,881,480,2314,696,71,330,88,32,134,360,233,138,165,225,985,362,34,150,111,0,0,55,501,83,42,22,178,195,91,8,46,40,136,141,29,5,43,71,31,0
Fusiform R.2,8,51,20,8,71,21,341,211,89,62,25,12,30,7,3,33,9,1603,236,283,1766,1799,117,70,26,791,120,168,481,731,89,48,117,36,22,104,100,16,17,186,175,146,60,1,70,17,0,0,70,26,8,12,0,88,27,4,4,5,44,10,3,10,0,9,2,0,0
Fusiform R.3,10,87,30,15,216,34,825,529,255,160,58,6,41,22,6,214,14,5866,1351,881,7477,7262,883,297,68,3139,408,547,3343,3056,539,233,72,31,22,438,214,97,34,1638,276,508,313,18,62,7,0,0,570,57,21,18,12,148,70,27,2,3,75,18,13,5,0,10,2,1,0
Fusiform R.6,6,47,2,13,96,0,367,30,68,131,1,0,37,6,13,52,0,2207,55,0,2879,340,189,195,0,619,360,2,895,1070,6,76,0,0,0,47,154,20,0,200,221,72,131,0,20,0,0,0,47,133,0,38,0,98,26,0,0,0,32,63,3,0,0,17,6,6,0
Temporal Inf R.7,14,118,62,29,309,99,1251,1030,401,270,203,27,90,41,21,253,50,8948,2619,2345,10300,14937,1300,445,341,5243,529,1864,5582,6298,1784,421,452,147,90,912,524,112,206,2895,693,1035,564,144,195,101,1,1,1161,140,131,63,1,368,173,65,18,22,138,96,40,32,0,31,16,7,0
Temporal Mid R.7,18,105,95,58,203,193,554,1098,122,413,393,44,93,155,75,132,147,2941,2028,3182,3437,8869,361,493,789,823,578,2525,818,3278,2397,66,556,303,67,131,408,321,652,260,348,1980,360,276,175,225,0,0,62,572,356,71,77,155,341,263,11,96,48,189,315,37,7,36,129,49,0
Temporal Inf R.8,11,73,18,37,153,7,372,231,93,351,39,10,64,63,56,115,1,2012,442,136,2426,1738,267,555,7,607,765,327,439,2081,227,61,129,13,21,121,345,174,26,138,239,712,374,4,96,26,0,0,49,613,24,45,12,152,173,34,2,36,28,190,90,7,8,34,81,43,0
Temporal Mid R.14,10,75,30,15,176,28,385,420,124,135,68,17,43,20,4,155,5,2458,929,511,2025,3402,386,205,58,779,248,572,475,1423,477,70,198,60,28,166,256,49,57,203,131,377,129,34,83,46,1,1,101,41,17,22,3,143,66,26,8,10,47,17,7,11,1,10,2,0,0
Temporal Mid R.2,19,90,108,63,109,234,530,950,93,410,475,39,91,184,76,35,199,2018,1011,2818,3527,7529,141,353,1003,662,573,2745,795,3256,1984,43,402,262,74,66,294,416,838,179,392,1928,310,385,150,227,0,0,33,540,421,34,104,207,404,374,7,96,46,184,367,34,16,43,124,45,0
Cingulum Mid L.1,7,23,13,8,26,6,181,80,25,38,20,4,6,7,2,10,0,933,87,55,1529,717,50,26,5,289,29,85,623,460,54,14,24,7,0,22,28,13,14,73,18,55,36,7,16,8,0,0,11,7,4,0,0,11,8,0,0,1,2,2,2,4,2,0,1,0,0
Cingulum Mid L.4,7,56,11,10,337,2,409,192,268,108,19,4,14,11,3,1147,0,4895,1300,83,2572,1924,2659,544,1,2228,149,223,1053,1850,172,277,28,2,1,1327,154,21,5,980,76,175,491,6,8,6,0,0,916,44,5,2,1,60,17,10,0,3,3,7,5,6,1,2,1,0,0
Supp Motor Area R.4,9,87,22,14,484,14,658,392,440,220,47,5,37,18,5,1323,1,6987,2130,284,3925,4340,3582,1132,22,3599,372,729,1671,3604,427,502,31,12,8,1977,376,125,35,1737,154,367,1111,20,33,14,0,0,1415,81,13,109,1,183,47,19,1,2,127,54,11,7,1,1,3,0,0
Cingulum Ant L.1,6,30,10,5,26,4,203,92,56,44,13,2,5,2,1,1,0,715,73,54,1583,807,39,32,4,460,93,101,420,445,51,24,11,3,7,46,18,12,4,165,30,31,80,4,14,5,0,0,56,6,2,0,0,12,4,0,0,0,6,5,1,0,0,0,0,0,0
Cingulum Ant L.2,3,10,2,1,5,0,44,11,11,9,1,0,0,0,0,0,0,95,5,0,345,55,2,5,0,71,18,9,70,49,1,2,0,0,0,9,0,0,0,11,0,0,11,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cingulum Mid R.1,5,17,5,5,11,1,138,32,14,22,5,3,4,2,2,2,0,698,17,9,1137,328,7,11,0,162,16,19,490,219,17,10,16,2,1,6,9,2,2,22,21,14,12,0,9,3,0,0,4,9,2,0,0,9,0,0,1,2,0,4,0,2,0,0,1,0,0
Cingulum Mid R.4,5,17,3,7,15,0,183,19,12,31,1,2,7,7,2,2,0,1235,15,0,1404,255,15,13,0,219,27,3,871,344,5,12,20,0,0,7,22,9,0,41,66,32,15,0,5,1,0,0,2,11,0,1,0,8,11,0,0,1,3,2,2,4,2,0,1,0,0
Cingulum Ant L.6,12,59,38,28,56,38,498,361,91,180,117,11,43,32,33,22,10,1873,358,534,3387,3526,75,86,109,910,248,702,1181,2063,557,40,100,42,94,61,115,75,84,303,296,369,214,51,82,43,0,0,74,226,116,9,0,136,55,38,8,11,21,93,39,12,0,27,25,23,0
Frontal Mid L.2,4,35,3,3,86,0,314,39,56,38,2,7,7,2,0,73,0,2210,65,0,2251,459,173,66,0,629,110,18,699,402,9,66,115,0,1,75,53,11,0,179,37,29,38,0,29,7,5,0,34,0,0,1,0,37,3,1,2,2,6,0,0,3,0,0,0,0,0
Frontal Mid L.7,10,85,32,13,199,43,632,487,170,128,53,28,47,21,3,155,23,4232,999,889,4108,4994,478,181,74,1499,289,446,1238,1941,366,79,391,107,93,231,279,52,52,444,293,393,159,13,161,48,1,0,160,34,6,36,9,136,106,18,20,29,62,14,13,16,1,7,1,0,0
Frontal Mid R.11,15,119,56,49,247,79,799,884,243,516,189,23,110,113,74,175,39,4438,1738,1758,4655,8909,585,768,255,1865,1197,1876,1494,5347,1490,107,324,112,89,287,618,313,239,628,531,1913,834,56,177,104,2,2,284,864,195,55,43,377,366,125,4,33,133,288,221,27,11,64,126,55,0
Postcentral L.2,28,246,147,231,616,253,1242,2101,514,2399,991,228,843,1081,951,674,153,8543,4190,4494,7038,16414,1679,4203,1279,2953,5581,7966,1914,16191,6196,174,2493,918,354,608,5035,3525,2310,803,2527,13538,3428,673,1452,1720,47,70,520,10027,2001,636,845,2653,5013,2077,203,1207,1235,4518,4748,1251,231,2030,3803,2355,0
Precentral L.1,20,246,45,145,794,20,1645,835,740,1983,191,104,824,368,561,912,1,13033,1983,371,9253,7959,3079,4078,35,5371,5999,1993,3071,13465,1479,406,1567,129,358,1375,5842,1681,154,1798,3755,5269,3793,90,1380,462,40,7,1123,7188,267,1011,112,3905,2386,292,125,469,1709,4075,1124,651,40,1989,1387,1343,0
Parietal Sup L.3,14,198,38,53,735,17,1702,1019,981,853,144,51,300,117,86,1040,0,14742,3617,497,11264,12745,3921,1965,34,8526,2672,1917,4664,11696,2015,618,1083,79,259,3505,2592,531,99,2982,1606,2995,2757,88,858,256,11,2,2942,1309,143,320,20,2319,924,150,62,105,994,644,237,126,15,262,147,68,0
Parietal Sup L.4,16,226,51,69,768,32,1899,1300,1053,1044,221,87,436,176,131,749,3,15984,3978,994,12227,16593,3736,2042,76,8674,3047,2750,4921,14097,2700,566,1756,180,246,3439,3250,610,227,2940,2521,4447,3181,141,1104,401,14,9,2916,1910,242,540,25,2765,1328,272,84,206,1498,1008,433,278,16,520,256,129,0
Postcentral L.8,30,273,206,229,703,511,1235,3078,595,2477,1550,274,907,1135,864,741,531,8240,6449,10052,6907,25002,2028,4311,3170,2744,6203,13727,1981,17337,10014,173,2761,1563,424,654,5562,4234,4443,941,2077,15950,3733,1309,1539,2446,64,68,717,8930,3541,817,890,2614,5654,2810,323,1328,1431,4612,5145,1391,228,2153,3355,1983,0
Parietal Sup L.7,26,271,164,161,710,312,2000,3014,905,1905,1184,115,813,632,472,637,206,13778,6957,7382,10468,33141,2447,3082,1871,7227,4221,12134,4055,22001,9818,623,1891,768,395,2026,4616,2382,2363,2404,3900,13471,4334,1317,1333,884,25,11,1575,4968,2531,963,247,3985,3835,1764,126,396,2068,3173,2375,496,125,1751,1327,824,0
Postcentral L.11,30,242,190,245,467,391,1594,2849,589,2535,1490,129,688,1167,1012,543,298,8871,5136,8157,7681,27860,1355,3678,2328,3642,5307,13787,3058,21352,11039,203,1674,845,491,651,3141,4110,3943,1551,2970,16051,4504,1424,1451,1195,20,17,851,10500,3710,261,766,2943,4494,2711,110,677,1128,4740,5440,625,240,1466,4003,2542,0
Precuneus L.5,13,147,37,41,539,38,1404,819,558,559,101,44,149,91,56,920,10,12038,2718,1144,12102,10751,2477,1388,91,5386,1430,1287,4752,8984,1143,407,1035,133,154,1814,1348,269,116,2141,1046,1884,1522,21,471,139,12,1,1493,784,65,125,42,753,446,79,43,96,237,293,159,74,2,100,92,38,0
Parietal Sup R.1,25,265,120,180,694,176,1767,2120,708,2026,756,162,945,720,648,675,84,12774,4374,3799,9545,21901,2124,3066,793,5649,5142,6734,3129,17613,6050,420,2371,750,474,1213,5603,2349,1487,1470,4152,11204,3333,600,1519,1050,61,22,903,6389,1432,944,463,3685,4791,1230,133,638,1815,4204,2916,943,101,2264,2134,1410,0
Postcentral R.3,33,212,224,304,417,494,1094,2703,336,2509,1845,139,647,1772,1345,554,349,6113,4645,8129,6337,21970,911,3906,3187,1930,4576,13196,1926,17598,10927,120,1370,891,247,293,3200,4473,5506,580,1819,19352,2924,1771,717,1565,18,9,265,11839,4138,268,1544,1386,5496,4631,112,819,723,4351,9204,755,549,1386,6578,3463,0
Postcentral R.7,35,298,328,267,870,1191,1206,5174,610,2576,2874,260,931,1503,977,1512,1835,8127,14742,25661,6161,40396,2730,4750,9622,2447,5062,25474,1687,20736,22407,187,3363,2766,466,882,5668,3899,10235,885,1785,24254,3593,3426,1345,2777,43,32,705,8391,7096,791,1293,2370,6878,5015,190,1198,1339,4778,7232,1135,330,2166,4084,2192,0
Postcentral R.9,31,229,185,280,548,344,1187,2513,364,2515,1416,159,762,1501,1234,802,184,7578,5147,6066,6600,21173,1283,4379,1932,2167,5063,10528,1920,17539,9453,147,1857,893,259,330,4461,3789,3758,645,2344,17987,2772,1357,919,1543,33,33,291,11546,2984,482,1274,1604,5802,3254,94,855,766,4758,7380,907,430,1739,5730,3182,0
Precentral R.3,25,228,101,199,533,92,1641,1377,523,1965,632,174,891,783,793,522,12,11141,2408,1463,9423,12809,1533,2973,345,4526,4005,4731,2854,15676,3605,338,2027,354,418,774,4807,2540,899,1341,4766,8725,2763,543,1615,1026,38,31,530,7367,1134,660,387,3204,4131,1300,158,830,1379,4145,3242,1215,131,2363,2779,1878,0
Parietal Sup R.7,17,233,52,84,822,17,2001,1363,1050,1277,258,44,500,213,192,999,0,17859,4601,578,11968,18768,3945,2773,37,9153,3546,3388,5449,16271,3350,722,1084,41,212,3365,3709,804,136,3279,2639,5440,3815,204,740,271,1,2,2619,2736,386,691,28,3122,1533,365,16,155,1722,1570,562,121,34,738,386,242,0
Postcentral R.10,24,281,126,150,907,173,1942,2690,955,2005,859,110,774,535,457,1187,41,14332,8715,5286,9882,30082,3934,3765,922,6507,5341,10202,3846,21573,8628,676,2070,468,417,2350,4836,2318,1433,2446,3645,11587,4746,916,1275,898,10,7,1707,5264,1708,1004,192,3750,3466,1206,108,375,1987,3338,2129,473,59,1610,1160,860,0
Precuneus R.5,17,173,79,57,521,146,1813,1587,693,739,297,49,172,153,84,758,113,13520,4461,4232,14264,22192,2364,1663,516,7003,1735,3722,6755,14326,2950,502,1145,265,254,1968,1177,476,491,3215,1276,3371,2227,119,595,202,11,2,1834,1190,297,131,69,1108,609,237,40,124,369,357,303,85,9,128,164,62,0
Postcentral L.5,18,238,100,53,948,216,1933,2243,989,799,422,121,381,108,70,1836,200,16553,8032,6243,10908,25702,4737,2016,894,8433,2460,5623,5165,13515,3969,700,2208,762,528,2570,3438,466,620,4200,2295,4357,1840,360,1598,382,24,25,2484,1113,452,478,32,2611,811,142,189,257,1283,550,222,263,10,415,68,60,0
Postcentral L.10,27,305,195,156,1003,457,1965,3863,963,2163,1479,135,817,546,443,1495,339,14303,11988,11622,10059,40864,4071,4928,3124,6016,6294,18895,3997,22978,12990,608,2228,1046,561,2077,5897,2541,3154,2497,3427,14564,4753,2029,1531,1015,23,3,1772,5684,3295,827,210,4413,3478,1510,101,470,1855,3261,1919,594,78,1650,1075,817,0
Supp Motor Area L.6,12,173,31,35,800,23,1484,622,847,629,98,63,263,45,54,1618,2,14224,2212,521,8345,6041,4506,2241,56,7069,1674,1387,4003,6749,579,735,1034,127,241,2425,2559,320,83,3818,1650,1156,1856,33,1051,192,39,3,2464,908,112,502,4,1785,391,31,158,111,1015,633,74,121,0,218,50,50,0
Postcentral R.2,23,276,95,158,984,103,1697,1925,781,2153,585,145,852,516,567,1582,29,13876,5912,2647,8087,19444,3631,4624,435,4511,6209,6943,3299,16856,5156,449,2489,404,353,1477,6930,2040,828,1809,3349,9884,4014,504,1445,949,41,21,1221,7009,1219,1131,246,3769,3183,729,111,660,1731,4243,2043,670,49,1925,1507,1266,0
Precentral R.2,25,261,134,166,648,217,1832,2333,820,2039,864,163,783,703,516,570,103,12264,5117,4895,8541,23455,2109,3388,1091,5455,4936,9395,4022,18498,6410,436,2371,659,505,1488,4545,2882,1746,2210,3906,11972,4074,711,1767,991,21,27,1479,5922,1552,572,434,4156,3720,1562,160,689,1827,3141,2710,931,175,1745,1587,979,0
Precentral R.12,22,258,94,137,808,111,1794,1747,827,1749,576,124,837,395,458,962,34,13940,4558,2552,9875,17148,3067,3206,505,6378,4295,6164,3402,15897,4114,525,1763,422,467,1925,5787,1569,792,1922,3920,7879,3323,438,1531,708,35,18,1284,5103,1320,1105,171,3971,2718,654,145,461,2038,3493,1330,612,28,1929,1060,983,0
Paracentral Lobule L.3,10,146,18,27,757,8,1279,417,675,513,46,6,186,28,38,1937,0,13155,2033,251,7581,4746,4503,1805,15,5792,1417,861,4083,5579,264,781,142,9,34,2065,2075,135,26,3252,1100,870,1618,7,385,15,0,0,1986,653,43,413,0,1405,187,12,1,8,600,473,59,10,1,149,12,35,0
Paracentral Lobule R.1,20,256,99,91,856,199,1747,1946,1075,1340,430,184,605,325,186,1149,175,13785,5096,4862,9566,18606,3911,3276,758,7400,3683,5006,4112,14476,3270,540,2653,820,633,2537,4527,1721,872,3117,2361,6341,3315,232,2215,782,60,49,2550,2527,458,685,295,3664,2445,410,372,570,2066,1564,928,659,37,893,472,208,0
Frontal Sup R.9,10,180,17,28,979,4,1516,427,834,567,47,52,261,30,39,2397,0,16378,1773,117,8461,4916,5824,2051,4,6832,2069,777,4414,5248,379,843,1055,28,202,2361,3067,201,20,3737,1425,766,1574,13,844,140,15,0,2345,694,48,567,0,1902,336,23,148,93,864,494,39,106,0,216,33,30,0
Precuneus L.1,14,117,40,51,280,26,1469,623,236,562,139,34,134,124,75,249,4,11060,1303,573,13358,9844,687,858,50,3416,1289,1443,6100,8174,1056,305,758,45,81,326,925,432,140,1417,1299,1821,871,70,320,106,3,5,244,911,104,79,30,535,399,154,7,94,110,295,249,83,17,108,130,53,0
Precuneus L.2,20,169,100,90,398,145,1960,1628,454,1039,525,57,215,315,155,461,55,12711,3615,3247,15167,24033,1284,1769,610,5382,2608,5400,8693,16199,4379,350,1044,293,245,688,1455,1354,882,2941,1916,5128,2230,467,554,403,4,4,871,1983,606,89,143,1089,1141,728,31,146,264,584,799,117,61,154,373,121,0
Parietal Sup R.3,20,161,105,85,353,193,1909,1650,412,947,509,51,180,293,145,418,144,12005,3343,4358,15455,24543,1106,1615,793,5028,2162,5164,8580,15400,4125,287,963,286,227,611,1031,1210,983,2614,1681,4560,1987,352,538,332,7,5,656,1816,585,86,136,873,922,609,28,133,223,527,720,92,58,121,350,115,0
Parietal Sup R.4,20,249,105,85,888,164,2051,2443,1121,1218,562,127,408,274,140,1187,73,16254,8260,4840,12853,29893,4415,3057,709,8947,3129,7132,6202,19773,6692,755,2203,686,551,3649,2973,1192,981,3637,2090,7109,3777,545,1595,747,49,14,2998,1926,676,524,97,2779,1675,658,176,305,1320,837,650,314,40,379,305,111,0
Parietal Sup L.6,18,169,88,65,479,152,1423,1509,315,826,376,66,203,200,88,616,115,10600,3702,3551,13286,19028,1130,1781,520,3426,2426,4155,4743,10044,3213,244,1054,337,116,467,1663,1021,689,1134,1113,3402,1169,264,366,331,13,9,284,1262,336,129,91,710,924,372,26,151,191,411,414,132,22,147,189,48,0
Parietal Sup L.8,19,218,102,69,692,190,1924,2206,811,1000,480,72,287,204,95,829,142,15450,6561,5629,13150,29208,2933,2173,774,8264,3130,6157,5548,16600,5210,575,1317,455,287,2077,2363,1002,825,3351,1805,4995,2313,434,868,411,9,6,1992,1490,488,208,99,1675,1207,419,80,139,711,619,444,138,15,190,178,58,0
Parietal Sup R.5,17,236,65,71,803,54,2052,1684,961,1112,308,78,412,197,121,1051,6,17038,5348,1795,13068,23219,3270,2475,165,8764,3731,4193,5944,15615,3956,624,1580,225,315,2639,3139,836,366,3506,2650,5287,2872,243,1029,418,16,2,2389,1817,362,407,36,2558,1462,367,52,189,1232,904,458,220,43,438,231,103,0
Parietal Inf L.3,15,149,63,42,562,102,1368,1201,512,573,206,23,133,101,46,949,67,12809,4302,2740,10533,15133,2327,1506,313,5607,1671,2620,4168,9647,1951,462,476,124,123,1469,1411,481,290,2040,784,2061,1536,84,306,114,4,0,1341,695,156,147,40,680,488,147,12,24,217,245,168,25,9,78,68,23,0
